0	0	0
0	1	0
0	2	12400
0	3	13400
0	4	14400
0	5	15471
0	6	19600
0	7	115000
0	8	121600
0	9	129400
0	10	138400
0	11	148600
0	12	160000
0	13	172600
0	14	186400
0	15	1101400
0	16	1117600
0	17	1135000
0	18	1153600
0	19	1173400
0	20	1194400
0	21	1216600
0	22	1240000
0	23	1264600
0	24	1290400
0	25	1317400
0	26	1345600
0	27	1375000
0	28	1405600
0	29	1437400
0	30	1470400
0	31	1504600
0	32	1540000
0	33	1576600
0	34	1614400
0	35	1653400
0	36	1693600
0	37	1735000
0	38	1777600
0	39	1821400
0	40	1866400
0	41	1912600
0	42	1960000
0	43	11008600
0	44	11058400
0	45	11109400
0	46	11161600
0	47	11215000
0	48	11269600
0	49	11325400
0	50	11382400
0	51	11440600
0	52	11500000
0	53	11560600
0	54	11622400
0	55	11685400
0	56	11749600
0	57	11815000
0	58	11881600
0	59	11949400
0	60	12018400
0	61	12088600
0	62	12160000
0	63	12232600
0	64	12306400
0	65	12381400
0	66	12457600
0	67	12535000
0	68	12613600
0	69	12693400
0	70	12774400
0	71	12856600
0	72	12940000
0	73	13024600
0	74	13110400
0	75	13197400
0	76	13285600
0	77	13375000
0	78	13465600
0	79	13557400
0	80	13650400
0	81	13744600
0	82	13840000
0	83	13936600
0	84	14034400
0	85	14133400
0	86	14233600
0	87	14335000
0	88	14437600
0	89	14541400
0	90	14646400
0	91	14752600
0	92	14860000
0	93	14968600
0	94	15078400
0	95	15189400
0	96	15301600
0	97	15415000
0	98	15529600

1	0	0
1	1	0
1	2	12400
1	3	13400
1	4	14400
1	5	15471
1	6	19600
1	7	115000
1	8	121600
1	9	129400
1	10	138400
1	11	148600
1	12	160000
1	13	172600
1	14	186400
1	15	1101400
1	16	1117600
1	17	1135000
1	18	1153600
1	19	1173400
1	20	1194400
1	21	1216600
1	22	1240000
1	23	1264600
1	24	1290400
1	25	1317400
1	26	1345600
1	27	1375000
1	28	1405600
1	29	1437400
1	30	1470400
1	31	1504600
1	32	1540000
1	33	1576600
1	34	1614400
1	35	1653400
1	36	1693600
1	37	1735000
1	38	1777600
1	39	1821400
1	40	1866400
1	41	1912600
1	42	1960000
1	43	11008600
1	44	11058400
1	45	11109400
1	46	11161600
1	47	11215000
1	48	11269600
1	49	11325400
1	50	11382400
1	51	11440600
1	52	11500000
1	53	11560600
1	54	11622400
1	55	11685400
1	56	11749600
1	57	11815000
1	58	11881600
1	59	11949400
1	60	12018400
1	61	12088600
1	62	12160000
1	63	12232600
1	64	12306400
1	65	12381400
1	66	12457600
1	67	12535000
1	68	12613600
1	69	12693400
1	70	12774400
1	71	12856600
1	72	12940000
1	73	13024600
1	74	13110400
1	75	13197400
1	76	13285600
1	77	13375000
1	78	13465600
1	79	13557400
1	80	13650400
1	81	13744600
1	82	13840000
1	83	13936600
1	84	14034400
1	85	14133400
1	86	14233600
1	87	14335000
1	88	14437600
1	89	14541400
1	90	14646400
1	91	14752600
1	92	14860000
1	93	14968600
1	94	15078400
1	95	15189400
1	96	15301600
1	97	15415000
1	98	15529600

2	0	0
2	1	0
2	2	12400
2	3	13400
2	4	14400
2	5	15471
2	6	19600
2	7	115000
2	8	121600
2	9	129400
2	10	138400
2	11	148600
2	12	160000
2	13	172600
2	14	186400
2	15	1101400
2	16	1117600
2	17	1135000
2	18	1153600
2	19	1173400
2	20	1194400
2	21	1216600
2	22	1240000
2	23	1264600
2	24	1290400
2	25	1317400
2	26	1345600
2	27	1375000
2	28	1405600
2	29	1437400
2	30	1470400
2	31	1504600
2	32	1540000
2	33	1576600
2	34	1614400
2	35	1653400
2	36	1693600
2	37	1735000
2	38	1777600
2	39	1821400
2	40	1866400
2	41	1912600
2	42	1960000
2	43	11008600
2	44	11058400
2	45	11109400
2	46	11161600
2	47	11215000
2	48	11269600
2	49	11325400
2	50	11382400
2	51	11440600
2	52	11500000
2	53	11560600
2	54	11622400
2	55	11685400
2	56	11749600
2	57	11815000
2	58	11881600
2	59	11949400
2	60	12018400
2	61	12088600
2	62	12160000
2	63	12232600
2	64	12306400
2	65	12381400
2	66	12457600
2	67	12535000
2	68	12613600
2	69	12693400
2	70	12774400
2	71	12856600
2	72	12940000
2	73	13024600
2	74	13110400
2	75	13197400
2	76	13285600
2	77	13375000
2	78	13465600
2	79	13557400
2	80	13650400
2	81	13744600
2	82	13840000
2	83	13936600
2	84	14034400
2	85	14133400
2	86	14233600
2	87	14335000
2	88	14437600
2	89	14541400
2	90	14646400
2	91	14752600
2	92	14860000
2	93	14968600
2	94	15078400
2	95	15189400
2	96	15301600
2	97	15415000
2	98	15529600

3	0	0
3	1	0
3	2	12400
3	3	13400
3	4	14400
3	5	15471
3	6	19600
3	7	115000
3	8	121600
3	9	129400
3	10	138400
3	11	148600
3	12	160000
3	13	172600
3	14	186400
3	15	1101400
3	16	1117600
3	17	1135000
3	18	1153600
3	19	1173400
3	20	1194400
3	21	1216600
3	22	1240000
3	23	1264600
3	24	1290400
3	25	1317400
3	26	1345600
3	27	1375000
3	28	1405600
3	29	1437400
3	30	1470400
3	31	1504600
3	32	1540000
3	33	1576600
3	34	1614400
3	35	1653400
3	36	1693600
3	37	1735000
3	38	1777600
3	39	1821400
3	40	1866400
3	41	1912600
3	42	1960000
3	43	11008600
3	44	11058400
3	45	11109400
3	46	11161600
3	47	11215000
3	48	11269600
3	49	11325400
3	50	11382400
3	51	11440600
3	52	11500000
3	53	11560600
3	54	11622400
3	55	11685400
3	56	11749600
3	57	11815000
3	58	11881600
3	59	11949400
3	60	12018400
3	61	12088600
3	62	12160000
3	63	12232600
3	64	12306400
3	65	12381400
3	66	12457600
3	67	12535000
3	68	12613600
3	69	12693400
3	70	12774400
3	71	12856600
3	72	12940000
3	73	13024600
3	74	13110400
3	75	13197400
3	76	13285600
3	77	13375000
3	78	13465600
3	79	13557400
3	80	13650400
3	81	13744600
3	82	13840000
3	83	13936600
3	84	14034400
3	85	14133400
3	86	14233600
3	87	14335000
3	88	14437600
3	89	14541400
3	90	14646400
3	91	14752600
3	92	14860000
3	93	14968600
3	94	15078400
3	95	15189400
3	96	15301600
3	97	15415000
3	98	15529600

4	0	0
4	1	0
4	2	12400
4	3	13400
4	4	14400
4	5	15471
4	6	19600
4	7	115000
4	8	121600
4	9	129400
4	10	138400
4	11	148600
4	12	160000
4	13	172600
4	14	186400
4	15	1101400
4	16	1117600
4	17	1135000
4	18	1153600
4	19	1173400
4	20	1194400
4	21	1216600
4	22	1240000
4	23	1264600
4	24	1290400
4	25	1317400
4	26	1345600
4	27	1375000
4	28	1405600
4	29	1437400
4	30	1470400
4	31	1504600
4	32	1540000
4	33	1576600
4	34	1614400
4	35	1653400
4	36	1693600
4	37	1735000
4	38	1777600
4	39	1821400
4	40	1866400
4	41	1912600
4	42	1960000
4	43	11008600
4	44	11058400
4	45	11109400
4	46	11161600
4	47	11215000
4	48	11269600
4	49	11325400
4	50	11382400
4	51	11440600
4	52	11500000
4	53	11560600
4	54	11622400
4	55	11685400
4	56	11749600
4	57	11815000
4	58	11881600
4	59	11949400
4	60	12018400
4	61	12088600
4	62	12160000
4	63	12232600
4	64	12306400
4	65	12381400
4	66	12457600
4	67	12535000
4	68	12613600
4	69	12693400
4	70	12774400
4	71	12856600
4	72	12940000
4	73	13024600
4	74	13110400
4	75	13197400
4	76	13285600
4	77	13375000
4	78	13465600
4	79	13557400
4	80	13650400
4	81	13744600
