# Hades 아이콘과 서버팩 2개의 한글 이름을 맞댄 감사표.
# 5.99·혼든이 같은 이름이며 세 자료 모두 아이콘당 이름이 하나일 때만 `채택`한다.
# 구조·정렬·영문 이름은 Hades가 기준이고 서버팩은 한글 표시 후보로만 사용한다.
# 칸: 갈래 / 아이콘 / Hades 영문 / 5.99 한글 / 혼든 한글 / 판정

기술	0	Clobber		더블어택	5.99 이름 없음/다중
기술	1	Assail | Assault | Long Strike	기본공격 | 더블어택 | 숏블레이드	기본공격 | 숏블레이드 | 정권 | 찌르기	Hades 영문 다중
기술	2	High Kick | Kick	단각 | 아들레스투	단각	Hades 영문 다중
기술	3	Martial Awareness	붕각 | 전체암살격진	붕각	5.99 이름 없음/다중
기술	4	Double Punch | Poison Punch | Sting	백보신권 | 양의신권 | 정권	백보신권 | 양의신권 | 통배권	Hades 영문 다중
기술	5	Stab and Twist	찌르기	찔러휘비기	두 팩 이름 불일치
기술	6	Stab Twice	슬레쉬	두번찌르기	두 팩 이름 불일치
기술	7		문열기		혼든 이름 없음/다중
기술	8	Shadow Figure | Sneak Attack	탐색	탐색	Hades 영문 다중
기술	9	Sense	센스	센스	채택
기술	10	Combat Senses | Echo Sense | Study Creature	센스몬스터	센스몬스터	Hades 영문 다중
기술	11	Midnight Slash | Triple Kick | Wallop	트리플어택	트리플어택	Hades 영문 다중
기술	12	Throw Surigum	표창던지기	표창날리기	두 팩 이름 불일치
기술	13	Rescue		레스큐	5.99 이름 없음/다중
기술	14	Elemental Bless 1 | Elemental Bless 2 | Elemental Bless 3 | Elemental Bless 4 | Elemental Bless 5 | Wield Staff		소환술(Lev1) | 소환술(Lev2) | 소환술(Lev3) | 소환술(Lev4) | 소환술(Lev5)	Hades 영문 다중
기술	15	Wind Blade	윈드블레이드	GM전체공격 | 백슬레쉬 | 윈드블레이드	혼든 이름 없음/다중
기술	16	Cyclone Blade	메가블레이드	메가블레이드	채택
기술	17	Two-handed Attack	투핸드어택	투핸드어택	채택
기술	18		적무기해체	적무기쳐내기	두 팩 이름 불일치
기술	19	Perfect Defense | Throw	완전방어	완전방어	Hades 영문 다중
기술	20	Mad Soul | Sacrifice	매드소울 | 매드소울진	매드소울 | 매드소울진	Hades 영문 다중
기술	21	Crasher	크래셔	검신(檢身) | 바람의상처 | 크래셔 | 크래셔(세트효과)	혼든 이름 없음/다중
기술	22	Unlock			5.99 이름 없음/다중
기술	23		소매치기	일반제조	두 팩 이름 불일치
기술	24	Throw Smoke Bomb		연막탄터뜨리기	5.99 이름 없음/다중
기술	25			함정해체	5.99 이름 없음/다중
기술	26	Peek	품뒤져보기	품뒤져보기	채택
기술	27	Analyze Item | Appraise | Armor Lore | Evaluate Item | Food Lore | Herbal Lore | Magic Lore | Melee Lore | Missile Lore | Perish Lore | Potion Lore			Hades 영문 다중
기술	28			함정파기	5.99 이름 없음/다중
기술	29		습격 | 습격진	습격 | 습격진	5.99 이름 없음/다중
기술	30		적갑옷해체	적갑옷해체	두 팩 이름 불일치
기술	31		암살격 | 암살격진	암살격 | 암살격진 | 전체암살격진	5.99 이름 없음/다중
기술	32	Mend Garment | Mend Soori | Mend Staff | Mend Weapon | Tailoring			Hades 영문 다중
기술	33	Dark Spear	일음지	일음지	채택
기술	34	Draco Tail Kick	선풍각	선풍각	채택
기술	35		발경	발경	두 팩 이름 불일치
기술	36	Kelberoth Strike	달마신공	달마신공	채택
기술	37	Whirlwind Attack	구양신공	구양신공	채택
기술	38	Hairstyle | beag suain		바투	Hades 영문 다중
기술	39	ao beag suain	타겟어택	디바투	두 팩 이름 불일치
기술	40		피닉스모드	드래곤모드 | 피닉스모드	혼든 이름 없음/다중
기술	42	Ambush	이형환위	이형환위	채택
기술	43		소수신공	소수신공	두 팩 이름 불일치
기술	44	Amnesia	아무네지아	아무네지아	채택
기술	45	TransferBlood			5.99 이름 없음/다중
기술	46			밀기	5.99 이름 없음/다중
기술	48	Thrash		메가어택	5.99 이름 없음/다중
기술	49	Charge	질주	돌진	두 팩 이름 불일치
기술	50	Assassin Strike	기습 | 블랙기습	기습 | 기습(세트효과)	5.99 이름 없음/다중
기술	51		허공답보	허공답보	두 팩 이름 불일치
기술	52	Paralyze Force	M포효	포효	두 팩 이름 불일치
기술	54		찔러휘비기		혼든 이름 없음/다중
기술	56		슈페이아움(Lev1)		혼든 이름 없음/다중
기술	57	Mantis Kick			5.99 이름 없음/다중
기술	58	Eagle Strike	연환포		혼든 이름 없음/다중
기술	59	Claw Fist		트리플펀치	5.99 이름 없음/다중
기술	60	Wolf Fang Fist			5.99 이름 없음/다중
기술	61	Wise Touch			5.99 이름 없음/다중
기술	62	Lucky Hand			5.99 이름 없음/다중
기술	63		후벼쑤시기	마구찌르기	두 팩 이름 불일치
기술	64		블로우	슬레쉬	두 팩 이름 불일치
기술	65	Sever	룬블레이드 | 스톰블레이드	스톰블레이드	5.99 이름 없음/다중
기술	66			룬블레이드	5.99 이름 없음/다중
기술	67		연천단각	연천단각	두 팩 이름 불일치
기술	68		붕신선각	붕신선각	두 팩 이름 불일치
기술	69		파천각	메투스의깨달음 | 파천각	혼든 이름 없음/다중
기술	70		무영신공 | 원기지옥	고대의인장 | 화룡의인장	5.99 이름 없음/다중
기술	72	Thrust Attack 1 | Thrust Attack 2 | Thrust Attack 3 | Thrust Attack 4 | Thrust Attack 5 | Thrust Attack 6	검투술(Lev1) | 검투술(Lev2) | 검투술(Lev3)	검투술(Lev1) | 검투술(Lev2) | 검투술(Lev3) | 검투술(Lev4)	Hades 영문 다중
기술	73	Strikedown 1 | Strikedown 10 | Strikedown 11 | Strikedown 2 | Strikedown 3 | Strikedown 4 | Strikedown 5 | Strikedown 6 | Strikedown 7 | Strikedown 8 | Strikedown 9	내려치기	내려치기(Lev1) | 내려치기(Lev2) | 내려치기(Lev3) | 내려치기(Lev4)	Hades 영문 다중
기술	74	Dune Swipe 1 | Dune Swipe 10 | Dune Swipe 2 | Dune Swipe 3 | Dune Swipe 4 | Dune Swipe 5 | Dune Swipe 6 | Dune Swipe 7 | Dune Swipe 8 | Dune Swipe 9	사방치기(Lev1)	사방치기(Lev1) | 사방치기(Lev2) | 사방치기(Lev3) | 사방치기(Lev4)	Hades 영문 다중
기술	75	Wheel Kick 1 | Wheel Kick 10 | Wheel Kick 2 | Wheel Kick 3 | Wheel Kick 4 | Wheel Kick 5 | Wheel Kick 6 | Wheel Kick 7 | Wheel Kick 8 | Wheel Kick 9	퓨리소월루(Lev1)	퓨리소윌루(Lev1) | 퓨리소윌루(Lev2) | 퓨리소윌루(Lev3) | 퓨리소윌루(Lev4) | 퓨리소윌루(Lev5) | 퓨리소윌루(Lev6)	Hades 영문 다중
기술	77	Rear Strike 1 | Rear Strike 2 | Rear Strike 3 | Rear Strike 4 | Rear Strike 5 | Rear Strike 6 | Rear Strike 7 | Rear Strike 8	만개표창 | 저격(Lev1)	백발백중 | 저격(Lev1) | 저격(Lev2) | 저격(Lev3) | 저격(Lev4) | 저격(Lev5) | 저격(Lev6)	Hades 영문 다중
기술	79	Archery 1 | Archery 2 | Archery 3 | Archery 4 | Archery 5 | Archery 6 | Arrow Shot 1 | Arrow Shot 10 | Arrow Shot 11 | Arrow Shot 12 | Arrow Shot 2 | Arrow Shot 3 | Arrow Shot 4 | Arrow Shot 5 | Arrow Shot 6 | Arrow Shot 7 | Arrow Shot 8 | Arrow Shot 9	사격(Lev1) | 사격(Lev2) | 사격(Lev3)	사격(Lev1) | 사격(Lev2) | 사격(Lev3) | 사격(Lev4) | 활쏘기(Lev1) | 활쏘기(Lev2) | 활쏘기(Lev3) | 활쏘기(Lev4)	Hades 영문 다중
기술	84		비스트어택(Lev3)		혼든 이름 없음/다중
기술	85	Mass Strike 1 | Mass Strike 10 | Mass Strike 11 | Mass Strike 12 | Mass Strike 2 | Mass Strike 3 | Mass Strike 4 | Mass Strike 5 | Mass Strike 6 | Mass Strike 7 | Mass Strike 8 | Mass Strike 9 | Tail Sweep 1 | Tail Sweep 10 | Tail Sweep 11 | Tail Sweep 12 | Tail Sweep 2 | Tail Sweep 3 | Tail Sweep 4 | Tail Sweep 5 | Tail Sweep 6 | Tail Sweep 7 | Tail Sweep 8 | Tail Sweep 9	휘두르기	꼬리치기(Lev1) | 꼬리치기(Lev2) | 꼬리치기(Lev3) | 꼬리치기(Lev4) | 마구때리기(Lev1) | 마구때리기(Lev2) | 마구때리기(Lev3) | 마구때리기(Lev4)	Hades 영문 다중
기술	86	Intimidate			5.99 이름 없음/다중
기술	87	Inner Beast 1 | Inner Beast 2 | Inner Beast 3 | Inner Beast 4 | Inner Beast 5 | Inner Beast 6		지열참(Lev1) | 지열참(Lev2) | 지열참(Lev3) | 지열참(Lev4) | 지열참(Lev5)	Hades 영문 다중
기술	88	Pounce 1 | Pounce 10 | Pounce 2 | Pounce 3 | Pounce 4 | Pounce 5 | Pounce 6 | Pounce 7 | Pounce 8 | Pounce 9		비스트어택(Lev1) | 비스트어택(Lev2) | 비스트어택(Lev3) | 비스트어택(Lev4)	Hades 영문 다중
기술	91	Puncture			5.99 이름 없음/다중
기술	92	Sneak Flight 1 | Sneak Flight 10 | Sneak Flight 2 | Sneak Flight 3 | Sneak Flight 4 | Sneak Flight 5 | Sneak Flight 6 | Sneak Flight 7 | Sneak Flight 8 | Sneak Flight 9	차크라어택	매의위상(Lev1) | 매의위상(Lev2) | 매의위상(Lev3) | 매의위상(Lev4)	Hades 영문 다중
기술	93	Beak Pierce 1 | Beak Pierce 10 | Beak Pierce 11 | Beak Pierce 2 | Beak Pierce 3 | Beak Pierce 4 | Beak Pierce 5 | Beak Pierce 6 | Beak Pierce 7 | Beak Pierce 8 | Beak Pierce 9		쪼기(Lev1) | 쪼기(Lev2) | 쪼기(Lev3) | 쪼기(Lev4) | 칸의눈동자(Lev1) | 칸의눈동자(Lev2) | 칸의눈동자(Lev3) | 칸의눈동자(Lev4) | 칸의눈동자(Lev5)	Hades 영문 다중
기술	94	Tail Slam | Talon Kick 1 | Talon Kick 2 | Talon Kick 3 | Talon Kick 4 | Talon Kick 5 | Talon Kick 6 | Talon Kick 7 | Talon Kick 8		윈드쉐이커(Lev1) | 윈드쉐이커(Lev2) | 윈드쉐이커(Lev3) | 윈드쉐이커(Lev4) | 윈드쉐이커(Lev5)	Hades 영문 다중
기술	95	Venom Attack 1 | Venom Attack 2 | Venom Attack 3 | Venom Attack 4 | Venom Attack 5 | Venom Attack 6 | Venom Attack 7 | Venom Attack 8	파이어트랩	포이즌어택(Lev1) | 포이즌어택(Lev2) | 포이즌어택(Lev3) | 포이즌어택(Lev4) | 포이즌어택(Lev5)	Hades 영문 다중
기술	96	Claw Slash 1 | Claw Slash 10 | Claw Slash 2 | Claw Slash 3 | Claw Slash 4 | Claw Slash 5 | Claw Slash 6 | Claw Slash 7 | Claw Slash 8 | Claw Slash 9	늑대의위상 | 할퀴기(Lev1)	할퀴기(Lev1) | 할퀴기(Lev2) | 할퀴기(Lev3) | 할퀴기(Lev4)	Hades 영문 다중
기술	97	Double Rake 1 | Double Rake 10 | Double Rake 2 | Double Rake 3 | Double Rake 4 | Double Rake 5 | Double Rake 6 | Double Rake 7 | Double Rake 8 | Double Rake 9		양손공격(Lev1) | 양손공격(Lev2) | 양손공격(Lev3) | 양손공격(Lev4)	Hades 영문 다중
기술	98	Instrumental 1 | Instrumental 2 | Instrumental 3 | Instrumental 4 | Instrumental 5 | Instrumental 6 | Instrumental Attack 1 | Instrumental Attack 10 | Instrumental Attack 11 | Instrumental Attack 12 | Instrumental Attack 2 | Instrumental Attack 3 | Instrumental Attack 4 | Instrumental Attack 5 | Instrumental Attack 6 | Instrumental Attack 7 | Instrumental Attack 8 | Instrumental Attack 9	연주공격(Lev3)	세오의비명 | 연주(Lev1) | 연주(Lev2) | 연주(Lev3) | 연주(Lev4) | 연주공격(Lev1) | 연주공격(Lev2) | 연주공격(Lev3) | 연주공격(Lev4) | 연주공격(Lev5) | 연주공격(Lev6) | 연주공격(Lev7)	Hades 영문 다중
기술	105		데빌크래셔 | 블랙크래셔	데빌크래셔 | 데빌크래셔(세트효과)	5.99 이름 없음/다중
기술	106		백스텝	백스탭	두 팩 이름 불일치
기술	110		수영	수영	두 팩 이름 불일치
