# 어느 NPC 가 어느 상점 목록을 여는가 — 팩 스크립트의 shop 호출에서 복원했다.
# 상점 이름은 목록 이름이지 NPC 이름이 아니다. 스크립트 이름이 곧 NPC 이름이다.
# 물건팔기는 NPC 가 사 주는 목록이라 DefaultMerchantStock 이 아니다 - shop1.cs 의
# 사는 쪽은 목록을 안 쓰고 인벤토리를 받는다. 넣지 않는다.
#
# 칸: NPC / 맵 / x / y / 갈래 / 상점목록 / 물건수 / 그중없는것 / 근거스크립트

2차무기	아슬론무기상점	14	8	물건사기	로즈마리2	4	0	Npc_Shop.txt
2차무기방어점	노엠마을	61	44	물건사기	로즈마리4	9	5	Npc_Shop.txt
2차방어구	아슬론무기상점	4	5	물건사기	로즈마리1	5	5	Npc_Shop.txt
굴리콜	적룡플라밋의굴대기실	17	10	물건사기	굴리콜1	3	1	Npc_Shop.txt
무기만들자	화론-민가3	14	14	물건사기	화론재료사기	3	0	Npc_Making.txt
미션장인	로톤미션의집	5	2	물건사기	미션두루마리	2	0	Npc_Shop.txt
베이가	노비스잡화상점	3	14	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	수오미주점	6	5	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	아벨주점	6	5	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	밀레스주점	6	5	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	루어스리콜상점	7	7	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	뤼케시온리콜상점	7	7	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	마인시약상점	7	7	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	로톤주점	6	5	물건사기	체력포션	4	0	Npc_Shop.txt
베이가	노비스잡화상점	3	14	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	수오미주점	6	5	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	아벨주점	6	5	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	밀레스주점	6	5	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	루어스리콜상점	7	7	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	뤼케시온리콜상점	7	7	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	마인시약상점	7	7	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	로톤주점	6	5	물건사기	마력포션	4	0	Npc_Shop.txt
베이가	노비스잡화상점	3	14	물건사기	리콜	11	1	Npc_Shop.txt
베이가	수오미주점	6	5	물건사기	리콜	11	1	Npc_Shop.txt
베이가	아벨주점	6	5	물건사기	리콜	11	1	Npc_Shop.txt
베이가	밀레스주점	6	5	물건사기	리콜	11	1	Npc_Shop.txt
베이가	루어스리콜상점	7	7	물건사기	리콜	11	1	Npc_Shop.txt
베이가	뤼케시온리콜상점	7	7	물건사기	리콜	11	1	Npc_Shop.txt
베이가	마인시약상점	7	7	물건사기	리콜	11	1	Npc_Shop.txt
베이가	로톤주점	6	5	물건사기	리콜	11	1	Npc_Shop.txt
베이가	노비스잡화상점	3	14	물건사기	잡화	3	0	Npc_Shop.txt
베이가	수오미주점	6	5	물건사기	잡화	3	0	Npc_Shop.txt
베이가	아벨주점	6	5	물건사기	잡화	3	0	Npc_Shop.txt
베이가	밀레스주점	6	5	물건사기	잡화	3	0	Npc_Shop.txt
베이가	루어스리콜상점	7	7	물건사기	잡화	3	0	Npc_Shop.txt
베이가	뤼케시온리콜상점	7	7	물건사기	잡화	3	0	Npc_Shop.txt
베이가	마인시약상점	7	7	물건사기	잡화	3	0	Npc_Shop.txt
베이가	로톤주점	6	5	물건사기	잡화	3	0	Npc_Shop.txt
베이가	노비스잡화상점	3	14	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	수오미주점	6	5	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	아벨주점	6	5	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	밀레스주점	6	5	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	루어스리콜상점	7	7	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	뤼케시온리콜상점	7	7	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	마인시약상점	7	7	물건팔기	잡화판매	26	0	Npc_Shop.txt
베이가	로톤주점	6	5	물건팔기	잡화판매	26	0	Npc_Shop.txt
베크나탑	베크나탑미로대기실	9	3	물건사기	베크	1	0	Npc_Shop.txt
블랙팜상인	홀리루딘성	49	44	물건사기	캐시옷	23	3	Npc_Shop.txt
블랙팜상인	홀리루딘성	49	44	물건사기	캐시무기	11	0	Npc_Shop.txt
블랙팜상인	홀리루딘성	49	44	물건사기	악세사리	56	0	Npc_Shop.txt
블랙팜상인	홀리루딘성	49	44	물건팔기	아이템팔기	88	3	Npc_Shop.txt
비승방어구	드라큐라백작의성응접실1	13	12	물건사기	비승템사기	23	0	Npc_Shop.txt
시장마스터	시장은행	8	2	물건사기	기능성아이템	15	4	Npc_Shop.txt
시장마스터	시장은행	8	2	물건사기	염색약	9	0	Npc_Shop.txt
시장마스터	시장은행	8	2	물건사기	장갑사기	4	0	Npc_Shop.txt
음식상점	노엠마을	40	41	물건사기	로즈마리5	2	0	Npc_Shop.txt
카르마	노비스마을식당	3	10	물건사기	음식	8	0	Npc_Shop.txt
카르마	수오미음식점	6	4	물건사기	음식	8	0	Npc_Shop.txt
카르마	아벨음식점	6	4	물건사기	음식	8	0	Npc_Shop.txt
카르마	밀레스음식점	6	4	물건사기	음식	8	0	Npc_Shop.txt
카르마	로톤음식점	6	4	물건사기	음식	8	0	Npc_Shop.txt
