# 5.99 서버팩에서 꺼내야 하는 맵 파일
#
# 출처: 5.99 서버팩.zip (3,270 엔트리) — 텍스트만 꺼내 두어 바이너리가 없다.
# 팩은 맵 807개를 선언하지만 파일은 521개다 (같은 방을 여러 곳이 돌려 쓴다).
# 합계 예상 8.4MB. CP949 그대로 풀어야 폴더 이름이 안 깨진다.
#
# 칸: <zip 안 경로>\t<기대 바이트>\t<이 파일을 쓰는 맵 수>\t<쓰는 맵 이름들>
# 기대 바이트 = 너비 x 높이 x 6. 안 맞으면 서버가 이름을 대고 거른다.
#
# 다시 만들기: 이 표는 data/server-packs/extracted/5.99-server/maps.json 에서 나온다.

db/maps/PK/maps/lod0002.map	12600	4	비승급PK, 1차승급PK, 2차승급PK, 서바이벌아레나링
db/maps/WoodLand/maps/lod686.map	12000	1	우드랜드1-2
db/maps/WoodLand/maps/lod687.map	21600	1	우드랜드1-1
db/maps/WoodLand/maps/lod700.map	5760	1	우드랜드입구
db/maps/WoodLand/maps/lod701.map	60000	1	우드랜드3-1
db/maps/WoodLand/maps/lod702.map	60000	1	우드랜드4-1
db/maps/WoodLand/maps/lod703.map	60000	3	우드랜드5-1, 우드랜드6-1, 우드랜드14-1
db/maps/WoodLand/maps/lod704.map	15000	1	우드랜드6-1(진)
db/maps/WoodLand/maps/lod706.map	15000	1	우드랜드11-1
db/maps/WoodLand/maps/lod712.map	15000	1	우드랜드10-1
db/maps/WoodLand/maps/lod716.map	15000	1	우드랜드14-1(진)
db/maps/WoodLand/maps/lod722.map	60000	1	우드랜드2-1
db/maps/WoodLand/maps/lod723.map	10500	1	우드랜드1-3
db/maps/abel/maps/lod132.map	1350	1	아벨무기점
db/maps/abel/maps/lod133.map	864	1	아벨방어구점
db/maps/abel/maps/lod136.map	2400	2	아벨여관, 마인여관
db/maps/abel/maps/lod164.map	1350	5	아벨특수스킬의집, 아벨퀘스트상점, 아벨기술사범의집, 마인시약상점, 수오미특수스킬의집
db/maps/abel/maps/lod1968.map	2400	4	아벨은행, 마인은행, 루어스은행, 타고르은행
db/maps/abel/maps/lod502.map	32760	1	아벨마을
db/maps/abelfield/maps/lod502.map	32760	1	아벨필드
db/maps/default/maps/lod1.map	15000	1	지하묘지1층
db/maps/default/maps/lod10.map	15000	1	지하묘지10층
db/maps/default/maps/lod1001.map	15000	1	콜로세움1
db/maps/default/maps/lod10055.map	60000	1	노엠마을
db/maps/default/maps/lod10056.map	1944	1	노엠여관
db/maps/default/maps/lod108.map	9600	1	천족의성
db/maps/default/maps/lod111.map	600	1	왕실상점
db/maps/default/maps/lod115.map	1536	4	아벨알현실, 알현실, (뤼케)알현실, 홀리루딘알현실
db/maps/default/maps/lod119.map	1536	4	아벨성메인홀, 메인홀, (뤼케)성메인홀, 홀리루딘성메인홀
db/maps/default/maps/lod12.map	15000	1	지하묘지12층
db/maps/default/maps/lod120.map	600	4	아벨성식당, 식당, (뤼케)성식당, 홀리루딘성식당
db/maps/default/maps/lod1200.map	486	23	시작의방, 룸, 가상계, 승캐슬대기실1, 승캐슬대기실2, 승캐슬대기실3, 승캐슬대기실4, 승캐슬대기실5, 승캐슬대기실6, 승캐슬대기실7, 승캐슬대기실8, 승캐슬대기실9, 승캐슬대기실10, 승캐슬대기실11, 승캐슬대기실12, 승캐슬대기실13, 승캐슬대기실14, 승캐슬대기실15, 승캐슬대기실16, 승캐슬대기실17, 승캐슬대기실18, 승캐슬대기실19, 승캐슬대기실20
db/maps/default/maps/lod1201.map	864	11	리파이너의작업실, 승급신전2, 가상계A, 제조의신전, 합성의신전, 세오의신전, 세토아의신전, 전직신전2, 체마신전, 포인트신전, 대장장이신전
db/maps/default/maps/lod1240.map	2400	1	기초1
db/maps/default/maps/lod1241.map	5400	1	기초2
db/maps/default/maps/lod1242.map	1350	7	격수사범의집, 도적사범의집, 법사사범의집, 직자사범의집, 도가사범의집, 기초3, 수오미기술사범의집
db/maps/default/maps/lod1243.map	1350	2	비격수사범의집, 수오미마법사범의집
db/maps/default/maps/lod1247.map	21000	1	기초4
db/maps/default/maps/lod126.map	990	4	아벨성복도, 복도, (뤼케)성복도, 홀리루딘성복도
db/maps/default/maps/lod14.map	15000	1	지하묘지14층
db/maps/default/maps/lod15056.map	1350	1	퀘스트방
db/maps/default/maps/lod16.map	15000	1	지하묘지16층
db/maps/default/maps/lod1701.map	15000	1	OX퀴즈장
db/maps/default/maps/lod18.map	15000	1	지하묘지18층
db/maps/default/maps/lod185.map	15000	1	개미굴대기실
db/maps/default/maps/lod1956.map	864	1	연습장
db/maps/default/maps/lod1969.map	1350	1	마인제조상점
db/maps/default/maps/lod2.map	15000	1	지하묘지2층
db/maps/default/maps/lod20.map	15000	1	지하묘지20층
db/maps/default/maps/lod20006.map	864	2	이아의신전, 직업선택의장
db/maps/default/maps/lod20007.map	864	1	전직선택의장
db/maps/default/maps/lod20008.map	864	8	승급의공간, 혼돈의탑보상의방, 운영자의공간, 승급의공간(전사), 승급의공간(도적), 승급의공간(마법사), 승급의공간(성직자), 승급의공간(무도가)
db/maps/default/maps/lod2035.map	60000	1	아이스월드
db/maps/default/maps/lod2046.map	60000	1	죽마
db/maps/default/maps/lod2047.map	60000	1	죽마2
db/maps/default/maps/lod2048.map	60000	1	죽마3
db/maps/default/maps/lod2049.map	60000	1	죽마4
db/maps/default/maps/lod2050.map	2400	1	죽대
db/maps/default/maps/lod2101.map	15000	2	리파이너의던전대기실, 광산대기실
db/maps/default/maps/lod2102.map	60000	2	리파이너의던전1층, 광산1층
db/maps/default/maps/lod2103.map	60000	2	리파이너의던전2층, 광산2층
db/maps/default/maps/lod2104.map	60000	2	리파이너의던전3층, 광산3층
db/maps/default/maps/lod2105.map	60000	2	리파이너의던전4층, 광산4층
db/maps/default/maps/lod2106.map	60000	2	리파이너의던전5층, 광산5층
db/maps/default/maps/lod2107.map	60000	2	리파이너의던전7층, 광산7층
db/maps/default/maps/lod2112.map	60000	2	리파이너의던전6층, 광산6층
db/maps/default/maps/lod2114.map	60000	2	리파이너의던전11층, 광산11층
db/maps/default/maps/lod2119.map	60000	2	리파이너의던전12층, 광산12층
db/maps/default/maps/lod2120.map	60000	2	리파이너의던전13층, 광산13층
