# 팩 맵 → Hades 전역 번호. 신원은 (출처, 이름, 맵파일) 이고 팩 번호는 쓰지 않는다.
# 1~99999 는 Hades 것이라 100000 부터 매긴다.
# 이름이 겹치는 맵은 서버 이름 자체를 번호로 갈랐다 — 서버가 Name 으로 파일을 쓰기 때문이다.
# 칸: 출처 / 팩이름 / 새번호 / 맵파일 / 서버이름

maps/NovaShip/NovaShip.txt	블팜함선	100000	db/maps/default/maps/lod6542.map	블팜함선
maps/NovaShip/NovaShip.txt	블팜함선내부	100001	db/maps/default/maps/lod6543.map	블팜함선내부
maps/NovaShip/NovaShip.txt	블팜함선선실1	100002	db/maps/default/maps/lod6547.map	블팜함선선실1
maps/NovaShip/NovaShip.txt	블팜함선선실2	100003	db/maps/default/maps/lod6548.map	블팜함선선실2
maps/NovaShip/NovaShip.txt	블팜함선선실3	100004	db/maps/default/maps/lod6550.map	블팜함선선실3
maps/NovaShip/NovaShip.txt	블팜함선선실4	100005	db/maps/default/maps/lod6551.map	블팜함선선실4
maps/NovaShip/NovaShip.txt	블팜함선선실5	100006	db/maps/default/maps/lod6544.map	블팜함선선실5
maps/NovaShip/NovaShip.txt	블팜함선선실6	100007	db/maps/default/maps/lod6545.map	블팜함선선실6
maps/NovaShip/NovaShip.txt	블팜함선선실7	100008	db/maps/default/maps/lod6546.map	블팜함선선실7
maps/NovaShip/NovaShip.txt	블팜함선선실8	100009	db/maps/default/maps/lod6552.map	블팜함선선실8
maps/NovaShip/NovaShip.txt	블팜함선선장실	100010	db/maps/default/maps/lod6549.map	블팜함선선장실
maps/PK/PK.txt	1차승급PK	100011	db/maps/PK/maps/lod0002.map	1차승급PK
maps/PK/PK.txt	2차승급PK	100012	db/maps/PK/maps/lod0002.map	2차승급PK
maps/PK/PK.txt	비승급PK	100013	db/maps/PK/maps/lod0002.map	비승급PK
maps/PK/PK.txt	서바이벌아레나링	100014	db/maps/PK/maps/lod0002.map	서바이벌아레나링
maps/WoodLand/WoodLand.txt	우드랜드1-1	100015	db/maps/WoodLand/maps/lod687.map	우드랜드1-1
maps/WoodLand/WoodLand.txt	우드랜드1-2	100016	db/maps/WoodLand/maps/lod686.map	우드랜드1-2
maps/WoodLand/WoodLand.txt	우드랜드1-3	100017	db/maps/WoodLand/maps/lod723.map	우드랜드1-3
maps/WoodLand/WoodLand.txt	우드랜드10-1	100018	db/maps/WoodLand/maps/lod712.map	우드랜드10-1
maps/WoodLand/WoodLand.txt	우드랜드11-1	100019	db/maps/WoodLand/maps/lod706.map	우드랜드11-1
maps/WoodLand/WoodLand.txt	우드랜드14-1	100020	db/maps/WoodLand/maps/lod703.map	우드랜드14-1
maps/WoodLand/WoodLand.txt	우드랜드14-1(진)	100021	db/maps/WoodLand/maps/lod716.map	우드랜드14-1(진)
maps/WoodLand/WoodLand.txt	우드랜드2-1	100022	db/maps/WoodLand/maps/lod722.map	우드랜드2-1
maps/WoodLand/WoodLand.txt	우드랜드3-1	100023	db/maps/WoodLand/maps/lod701.map	우드랜드3-1
maps/WoodLand/WoodLand.txt	우드랜드4-1	100024	db/maps/WoodLand/maps/lod702.map	우드랜드4-1
maps/WoodLand/WoodLand.txt	우드랜드5-1	100025	db/maps/WoodLand/maps/lod703.map	우드랜드5-1
maps/WoodLand/WoodLand.txt	우드랜드6-1	100026	db/maps/WoodLand/maps/lod703.map	우드랜드6-1
maps/WoodLand/WoodLand.txt	우드랜드6-1(진)	100027	db/maps/WoodLand/maps/lod704.map	우드랜드6-1(진)
maps/WoodLand/WoodLand.txt	우드랜드입구	100028	db/maps/WoodLand/maps/lod700.map	우드랜드입구
maps/abel/abel.txt	아벨기술사범의집	100029	db/maps/abel/maps/lod164.map	아벨기술사범의집
maps/abel/abel.txt	아벨마을	100030	db/maps/abel/maps/lod502.map	아벨마을
maps/abel/abel.txt	아벨무기점	100031	db/maps/abel/maps/lod132.map	아벨무기점
maps/abel/abel.txt	아벨방어구점	100032	db/maps/abel/maps/lod133.map	아벨방어구점
maps/abel/abel.txt	아벨성	100033	db/maps/default/maps/lod598.map	아벨성
maps/abel/abel.txt	아벨성메인홀	100034	db/maps/default/maps/lod119.map	아벨성메인홀
maps/abel/abel.txt	아벨성복도	100035	db/maps/default/maps/lod126.map	아벨성복도
