0	화염의칸나목걸이	2500	1	0	0	0	0
1	대지의칸나목걸이	2500	1	0	0	0	0
2	바다의칸나목걸이	2499	1	0	0	1	0
3	바람의칸나목걸이	2500	1	0	0	0	0
4	순수의증표(도적)	0	50	0	0	1	0
9	텔리포트의깃털	0	1	0	0	1	0
11	영류결계석A	0	1	0	0	0	0
12	정화된뮤레칸디그	2147483647	1	0	0	1	0
20	세오의가호(SLev1)	0	10	0	0	0	0
21	크리스마스가호(Lev1)	0	2	0	0	1	0
22	리턴스피릿	0	77	0	0	0	0
23	마법의리콜	0	1	1558513513	0	1	0
24	사격기술서	0	1	0	0	0	0
25	사격기술서	0	1	0	0	1	0
29	[10일]암흑의목걸이	299988	1	1550737519	0	1	0
30	[10일]암흑의벨트	99888	1	1550737519	0	1	0
31	아조스	1299995	1	0	0	1	0
32	도승	1000000	1	0	0	1	0
33	도승모	1000000	1	0	0	1	0
38	호엔프릴	10000000	1	0	0	0	0
49	홀리루딘프릴	10000000	1	0	0	1	0
51	홀리루딘티로라인	3000000	1	0	0	0	0
52	카벙클의꼬리	0	1	0	0	1	0
57	세오의깃털	0	1	0	0	1	0
58	낚시입문서	0	1	0	0	0	0
