0,타바리마을,50,0,중간숲,49,98,99,99,362
0,타바리마을,51,0,중간숲,50,98,99,99,362
0,타바리마을,52,0,중간숲,51,98,99,99,362
0,타바리마을,53,0,중간숲,52,98,99,99,362
0,타바리마을,54,0,중간숲,53,98,99,99,362
0,타바리마을,55,0,중간숲,54,98,99,99,362
0,타바리마을,56,0,중간숲,55,98,99,99,362
0,타바리마을,57,0,중간숲,56,98,99,99,362
0,타바리마을,58,0,중간숲,57,98,99,99,362
0,타바리마을,59,0,중간숲,58,98,99,99,362

0,중간숲,49,99,타바리마을,50,1,99,99,362
0,중간숲,50,99,타바리마을,51,1,99,99,362
0,중간숲,51,99,타바리마을,52,1,99,99,362
0,중간숲,52,99,타바리마을,53,1,99,99,362
0,중간숲,53,99,타바리마을,54,1,99,99,362
0,중간숲,54,99,타바리마을,55,1,99,99,362
0,중간숲,55,99,타바리마을,56,1,99,99,362
0,중간숲,56,99,타바리마을,57,1,99,99,362
0,중간숲,57,99,타바리마을,58,1,99,99,362
0,중간숲,58,99,타바리마을,59,1,99,99,362

0,중간숲,99,32,파노마을,1,20,99,99,362
0,중간숲,99,33,파노마을,1,21,99,99,362
0,중간숲,99,34,파노마을,1,22,99,99,362
0,중간숲,99,35,파노마을,1,23,99,99,362
0,중간숲,99,36,파노마을,1,24,99,99,362
0,중간숲,99,37,파노마을,1,25,99,99,362
0,중간숲,99,38,파노마을,1,26,99,99,362
0,중간숲,99,39,파노마을,1,27,99,99,362
0,중간숲,99,40,파노마을,1,28,99,99,362
0,중간숲,99,41,파노마을,1,29,99,99,362

0,파노마을,0,20,중간숲,98,32,99,99,362
0,파노마을,0,21,중간숲,98,33,99,99,362
0,파노마을,0,22,중간숲,98,34,99,99,362
0,파노마을,0,23,중간숲,98,35,99,99,362
0,파노마을,0,24,중간숲,98,36,99,99,362
0,파노마을,0,25,중간숲,98,37,99,99,362
0,파노마을,0,26,중간숲,98,38,99,99,362
0,파노마을,0,27,중간숲,98,39,99,99,362
0,파노마을,0,28,중간숲,98,40,99,99,362
0,파노마을,0,29,중간숲,98,41,99,99,362

0,파노마을,16,27,파노잡화상점,12,9,99,99,362
0,파노마을,16,28,파노잡화상점,12,10,99,99,362
0,파노잡화상점,14,9,파노마을,18,27,99,99,362
0,파노잡화상점,14,10,파노마을,18,28,99,99,362

0,파노마을,20,42,파노민가B,12,6,99,99,362
0,파노마을,20,43,파노민가B,12,7,99,99,362
0,파노민가B,14,6,파노마을,22,42,99,99,362
0,파노민가B,14,7,파노마을,22,43,99,99,362

0,파노마을,43,11,파노민가A,7,12,99,99,362
0,파노마을,44,11,파노민가A,8,12,99,99,362
0,파노민가A,7,14,파노마을,43,13,99,99,362
0,파노민가A,8,14,파노마을,44,13,99,99,362

0,파노마을,45,43,파노시약점,6,12,99,99,362
0,파노마을,46,43,파노시약점,7,12,99,99,362
0,파노시약점,6,14,파노마을,45,45,99,99,362
0,파노시약점,7,14,파노마을,46,45,99,99,362

0,파노마을,59,23,파노숲1,1,16,99,99,362
0,파노마을,59,24,파노숲1,1,17,99,99,362
0,파노마을,59,25,파노숲1,1,18,99,99,362
0,파노마을,59,26,파노숲1,1,19,99,99,362
0,파노마을,59,27,파노숲1,1,20,99,99,362
0,파노마을,59,28,파노숲1,1,21,99,99,362
0,파노숲1,0,16,파노마을,57,23,99,99,362
0,파노숲1,0,17,파노마을,57,24,99,99,362
0,파노숲1,0,18,파노마을,57,25,99,99,362
0,파노숲1,0,19,파노마을,57,26,99,99,362
0,파노숲1,0,20,파노마을,57,27,99,99,362
0,파노숲1,0,21,파노마을,57,28,99,99,362

0,파노숲1,39,17,파노숲2,1,16,99,99,362
0,파노숲1,39,18,파노숲2,1,17,99,99,362
0,파노숲1,39,19,파노숲2,1,18,99,99,362
0,파노숲1,39,20,파노숲2,1,19,99,99,362
0,파노숲1,39,21,파노숲2,1,20,99,99,362
0,파노숲1,39,22,파노숲2,1,21,99,99,362
0,파노숲2,0,16,파노숲1,38,17,99,99,362
0,파노숲2,0,17,파노숲1,38,18,99,99,362
0,파노숲2,0,18,파노숲1,38,19,99,99,362
0,파노숲2,0,19,파노숲1,38,20,99,99,362
0,파노숲2,0,20,파노숲1,38,21,99,99,362
0,파노숲2,0,21,파노숲1,38,22,99,99,362

0,파노숲2,39,24,파노숲3,1,10,99,99,362
0,파노숲2,39,25,파노숲3,1,11,99,99,362
0,파노숲2,39,26,파노숲3,1,12,99,99,362
0,파노숲2,39,27,파노숲3,1,13,99,99,362
0,파노숲2,39,28,파노숲3,1,14,99,99,362
0,파노숲3,0,10,파노숲2,38,24,99,99,362
0,파노숲3,0,11,파노숲2,38,25,99,99,362
0,파노숲3,0,12,파노숲2,38,26,99,99,362
0,파노숲3,0,13,파노숲2,38,27,99,99,362
0,파노숲3,0,14,파노숲2,38,28,99,99,362

0,파노숲2,20,0,파노숲4,34,38,99,99,362
0,파노숲2,21,0,파노숲4,35,38,99,99,362
0,파노숲2,22,0,파노숲4,36,38,99,99,362
0,파노숲2,23,0,파노숲4,37,38,99,99,362
0,파노숲2,24,0,파노숲4,38,38,99,99,362
0,파노숲4,34,39,파노숲2,20,1,99,99,362
0,파노숲4,35,39,파노숲2,21,1,99,99,362
0,파노숲4,36,39,파노숲2,22,1,99,99,362
0,파노숲4,37,39,파노숲2,23,1,99,99,362
0,파노숲4,38,39,파노숲2,24,1,99,99,362

0,파노숲4,0,8,파노숲5,38,24,99,99,362
0,파노숲4,0,9,파노숲5,38,25,99,99,362
0,파노숲4,0,10,파노숲5,38,26,99,99,362
0,파노숲4,0,11,파노숲5,38,27,99,99,362
0,파노숲4,0,12,파노숲5,38,28,99,99,362
0,파노숲4,0,13,파노숲5,38,29,99,99,362
0,파노숲5,39,24,파노숲4,1,8,99,99,362
0,파노숲5,39,25,파노숲4,1,9,99,99,362
0,파노숲5,39,26,파노숲4,1,10,99,99,362
0,파노숲5,39,27,파노숲4,1,11,99,99,362
0,파노숲5,39,28,파노숲4,1,12,99,99,362
0,파노숲5,39,29,파노숲4,1,13,99,99,362

0,파노숲5,22,14,파노숲민가-엘프의집,10,13,99,99,362
