0	텔리포트의깃털	0	1	0	0	1	0
1	세오의깃털	0	1	0	0	1	0
2	마법의리콜	0	1	1558695651	0	1	0
3	운디네프릴	10000000	1	0	0	1	0
4	피에트캐프린	3000000	1	0	0	1	0
5	흑요석워리어장갑	10000	1	1550919721	0	1	0
6	흑요석워리어장갑	10000	1	1550919721	0	1	0
7	흑요석워리어반지	10000	1	1550919721	0	1	0
8	흑요석워리어반지	10000	1	1550919721	0	1	0
9	흑요석워리어각반	10000	1	1550919721	0	1	0
10	빅토리아반브레스	300000	1	0	0	1	0
11	홀리루딘프릴	10000000	1	0	0	0	0
12	피에트로더	10000000	1	0	0	1	0
14	낚시입문서	0	1	0	0	0	0
15	만남의광장리콜	0	99	0	0	1	0
16	타고르캐프린	3000000	1	0	0	1	0
17	타고르캐프린	3000000	1	0	0	1	0
18	초보자브로치	1500	1	1550660451	0	1	0
19	노즈글래스	30000	1	0	0	1	0
20	[10일]암흑의목걸이	300000	1	1550919721	0	1	0
21	[10일]생명의목걸이	300000	1	1550919721	0	0	0
22	[10일]암흑의벨트	100000	1	1550919721	0	1	0
23	[10일]생명의벨트	100000	1	1550919721	0	0	0
25	세오의가호(SLev1)	0	10	0	0	0	0
26	크리스마스가호(Lev1)	0	5	0	0	0	0
27	리턴스피릿	0	77	0	0	0	0
28	라이온방패	30000	1	0	0	1	0
