0,배B,20,15,배B,16,13,0,99,362
0,배B,20,16,배B,16,14,0,99,362

0,배B,17,13,배B,21,15,0,99,362
0,배B,17,14,배B,21,16,0,99,362

0,배B,18,12,배B-1,1,11,0,99,362
0,배B,18,17,배B-1,1,11,0,99,362
0,배B-1,0,11,배B,19,17,0,99,362

0,배B,10,15,배B-7,12,8,0,99,362
0,배B-7,14,8,배B,11,15,0,99,362

0,배B,12,13,배B,8,12,0,99,362
0,배B,9,12,배B,13,13,0,99,362

0,배B,12,12,배B,8,11,0,99,362
0,배B,9,11,배B,13,12,0,99,362

0,배B-1,18,19,배B-2,8,2,0,99,362
0,배B-2,8,1,배B-1,18,18,0,99,362

0,배B-1,32,19,배B-3,5,2,0,99,362
0,배B-3,5,1,배B-1,32,18,0,99,362

0,배B-1,25,19,배B-4,4,2,0,99,362
0,배B-4,4,1,배B-1,25,18,0,99,362

0,배B-1,16,2,배B-5,9,18,0,99,362
0,배B-5,9,19,배B-1,16,3,0,99,362

0,배B-1,12,7,배B-6,9,18,0,99,362
0,배B-6,9,19,배B-1,13,7,0,99,362

0,배B-1,41,2,배B-8,9,23,0,99,362
0,배B-8,9,24,배B-1,41,3,0,99,362

0,배B-1,30,2,배B-9,26,38,0,99,362
0,배B-9,26,39,배B-1,30,3,0,99,362

0,배B-1,43,19,배B-10,25,1,0,99,362
0,배B-10,25,0,배B-1,43,18,0,99,362
