0,호엔마을,91,11,호엔은행b,7,16,0,99,362
0,호엔마을,92,11,호엔은행b,7,16,0,99,362
0,호엔은행b,6,19,호엔마을,91,13,0,99,362
0,호엔은행b,7,19,호엔마을,91,13,0,99,362
0,호엔은행b,8,19,호엔마을,91,13,0,99,362
0,호엔은행b,9,19,호엔마을,91,13,0,99,362

0,호엔마을,115,13,호엔잡화상점,7,12,0,99,362
0,호엔마을,116,13,호엔잡화상점,7,12,0,99,362
0,호엔잡화상점,6,14,호엔마을,115,16,0,99,362
0,호엔잡화상점,7,14,호엔마을,116,16,0,99,362
0,호엔잡화상점,8,14,호엔마을,116,16,0,99,362

0,호엔마을,118,63,호엔은행a,7,16,0,99,362
0,호엔마을,119,63,호엔은행a,7,16,0,99,362
0,호엔은행a,6,19,호엔마을,118,65,0,99,362
0,호엔은행a,7,19,호엔마을,118,65,0,99,362
0,호엔은행a,8,19,호엔마을,118,65,0,99,362
0,호엔은행a,9,19,호엔마을,119,65,0,99,362

0,호엔마을,105,76,호엔여관,16,10,0,99,362
0,호엔여관,19,8,호엔마을,107,76,0,99,362
0,호엔여관,19,9,호엔마을,107,76,0,99,362
0,호엔여관,19,10,호엔마을,107,76,0,99,362
0,호엔여관,19,11,호엔마을,107,76,0,99,362
0,호엔여관,19,12,호엔마을,107,76,0,99,362

0,호엔마을,105,83,호엔대장간a,17,7,0,99,362
0,호엔마을,105,84,호엔대장간a,17,7,0,99,362
0,호엔대장간a,19,6,호엔마을,107,83,0,99,362
0,호엔대장간a,19,7,호엔마을,107,83,0,99,362
0,호엔대장간a,19,8,호엔마을,107,83,0,99,362

0,호엔마을,10,28,호엔대장간b,5,10,0,99,362
0,호엔마을,11,28,호엔대장간b,5,11,0,99,362
0,호엔대장간b,4,14,호엔마을,10,30,0,99,362
0,호엔대장간b,4,15,호엔마을,10,30,0,99,362
0,호엔대장간b,4,16,호엔마을,10,30,0,99,362
