0	마법의리콜	0	1	1558790969	0	1	0
1	세오의깃털	0	1	0	0	1	0
2	텔리포트의깃털	0	1	0	0	1	0
3	라이온방패	29994	1	0	0	1	0
8	크리스마스가호(Lev1)	0	5	0	0	0	0
9	세오의가호(SLev1)	0	9	0	0	1	0
12	[10일]생명의벨트	100000	1	1551014989	0	1	0
13	[10일]암흑의목걸이	299900	1	1551014989	0	1	0
14	만남의광장리콜	0	99	0	0	1	0
20	리턴스피릿	0	77	0	0	1	0
24	낚시입문서	0	1	0	0	1	0
25	세피라링(Lev6)	4970	1	0	0	1	0
26	엑스쿠라눔	0	3	0	0	0	0
27	제조책	0	1	0	0	1	0
36	아벨티로라인	3000000	1	0	0	1	0
37	펌프킨	1500	1	0	0	1	0
38	아벨로더	10000000	1	0	0	1	0
39	초보자브로치	1499	1	1550755769	0	1	0
40	노즈글래스	30000	1	0	0	1	0
41	타고르캐프린	3000000	1	0	0	0	0
42	마인프릴	10000000	1	0	0	0	0
43	붉은앙마머리띠	15000	1	0	0	0	0
48	무승모	1000000	1	0	0	0	0
49	무승	1000000	1	0	0	0	0
50	하이브레이질배틀핸드	1300000	1	0	0	0	0
51	지열참기술서	0	1	0	0	0	0
52	변신마법서	0	1	0	0	0	0
