0	초록물약	0	100	0	0	0	0
1	낚시입문서	0	1	0	0	0	0
2	스크롤(데프레코)	0	91	0	0	1	0
3	만남의광장리콜	0	96	0	0	1	0
4	골드무지개상자	0	10	0	0	0	0
5	화염의목걸이	981	1	0	0	1	0
6	텔리포트의깃털	0	1	0	0	1	0
7	세오의깃털	0	1	0	0	1	0
8	마법의리콜	0	1	1558935369	0	1	0
9	고대신전열쇠	0	4	0	0	1	0
11	사방치기기술서	0	1	0	0	0	0
15	[10일]생명의목걸이	299968	1	1551159373	0	1	0
17	[10일]암흑의벨트	99695	1	1551159373	0	1	0
18	엑스쿠라눔	0	7	0	0	1	0
20	크리스마스가호(Lev1)	0	5	0	0	0	0
21	리턴스피릿	0	77	0	0	0	0
24	대지의목걸이	984	1	0	0	1	0
25	정화된뮤레칸블레이드	2147483647	1	0	0	1	0
26	화염의벨트	4965	1	0	0	1	0
28	아스카론	1299004	1	0	0	1	0
29	골드아쿠아링	50000	1	0	0	1	0
30	전승모	1000000	1	0	0	0	0
31	전승	1000000	1	0	0	0	0
