0	텔리포트의깃털	0	1	0	0	1	0
1	세오의깃털	0	1	0	0	1	0
2	만남의광장리콜	0	96	0	0	1	0
3	마법의리콜	0	1	1558934128	0	1	0
5	크리샤오르	1300000	1	0	0	0	0
16	순수의증표(성직자)	0	5	0	0	1	0
20	세오의가호(SLev1)	0	9	0	0	1	0
21	크리스마스가호(Lev1)	0	5	0	0	1	0
23	리턴스피릿	0	77	0	0	0	0
24	여성승모	999998	1	0	0	1	0
25	여성승	999998	1	0	0	1	0
26	홀리파나	2994	1	0	0	1	0
28	엑스쿠라눔	0	13	0	0	0	0
30	[10일]생명의목걸이	299998	1	1551158135	0	1	0
31	[10일]생명의벨트	99998	1	1551158135	0	1	0
36	홀리루딘프릴	10000000	1	0	0	0	0
37	홀리루딘캐프린	3000000	1	0	0	0	0
38	운디네캐프린	3000000	1	0	0	0	0
39	운디네캐프린	3000000	1	0	0	1	0
40	마인프릴	9999921	1	0	0	1	0
41	라이온방패	30000	1	0	0	1	0
42	[10일]루딘블레이드	999702	1	1551158135	0	1	0
49	연주공격기술서	0	1	0	0	0	0
51	연주기술서	0	1	0	0	0	0
52	연주기술서	0	1	0	0	0	0
53	연주공격기술서	0	1	0	0	0	0
54	연주공격기술서	0	1	0	0	0	0
55	연주공격기술서	0	1	0	0	0	0
