0	0	0	0
0	1	0	0
0	2	2	463
0	3	2	2317
0	4	2	6488
0	5	2	13904
0	6	2	25492
0	7	2	42178
0	8	2	64889
0	9	2	94553
0	10	2	132097
0	11	2	178447
0	12	2	234530
0	13	2	301274
0	14	2	379606
0	15	2	470452
0	16	2	574739
0	17	2	693395
0	18	2	827347
0	19	2	977521
0	20	2	1144842
0	21	2	1330244
0	22	2	1534648
0	23	2	1759982
0	24	2	2004173
0	25	2	2271149
0	26	2	2560836
0	27	2	2874163
0	28	2	3212054
0	29	2	3575438
0	30	2	3965242
0	31	2	4382392
0	32	2	4827815
0	33	2	5032439
0	34	2	5807191
0	35	2	6342997
0	36	2	6910784
0	37	2	7511480
0	38	2	8146012
0	39	2	8815306
0	40	2	9520289
0	41	2	10261889
0	42	2	11041033
0	43	2	11858647
0	44	2	12715658
0	45	2	13612994
0	46	2	14551582
0	47	2	15532348
0	48	2	16556219
0	49	2	17624123
0	50	2	18736987
0	51	2	19895737
0	52	2	21101300
0	53	2	22354604
0	54	2	23656576
0	55	2	25008142
0	56	2	26410229
0	57	2	27863765
0	58	2	29369677
0	59	2	30928891
0	60	2	32542334
0	61	2	34210934
0	62	2	35935618
0	63	2	37717312
0	64	2	39556943
0	65	2	41455439
0	66	2	43413727
0	67	2	45432733
0	68	2	47513384
0	69	2	49656608
0	70	2	51863332
0	71	2	54134482
0	72	2	56470985
0	73	2	58873769
0	74	2	61343761
0	75	2	63881887
0	76	2	66489074
0	77	2	69166250
0	78	2	71914342
0	79	2	74734276
0	80	2	77626979
0	81	2	80593379
0	82	2	83634403
0	83	2	86750977
0	84	2	89944028
0	85	2	93214484
0	86	2	96563272
0	87	2	99991318
0	88	2	103499549
0	89	2	107088893
0	90	2	110760277
0	91	2	114514627
0	92	2	118352870
0	93	2	122275934
0	94	2	126284746
0	95	2	130380232
0	96	2	134563319
0	97	2	138834935
0	98	2	143196007
0	99	2	147647461

1	0	0	0
1	1	0	0
1	2	2	463
1	3	2	2317
1	4	2	6488
1	5	2	13904
1	6	2	25492
1	7	2	42178
1	8	2	64889
1	9	2	94553
1	10	2	132097
1	11	2	178447
1	12	2	234530
1	13	2	301274
1	14	2	379606
1	15	2	470452
1	16	2	574739
1	17	2	693395
1	18	2	827347
1	19	2	977521
1	20	2	1144842
1	21	2	1330244
1	22	2	1534648
1	23	2	1759982
1	24	2	2004173
1	25	2	2271149
1	26	2	2560836
1	27	2	2874163
1	28	2	3212054
1	29	2	3575438
1	30	2	3965242
1	31	2	4382392
1	32	2	4827815
1	33	2	5032439
1	34	2	5807191
1	35	2	6342997
1	36	2	6910784
1	37	2	7511480
1	38	2	8146012
1	39	2	8815306
1	40	2	9520289
1	41	2	10261889
1	42	2	11041033
1	43	2	11858647
1	44	2	12715658
1	45	2	27225988
1	46	2	29103164
1	47	2	31064696
1	48	2	33112438
1	49	2	35248246
1	50	2	37473974
1	51	2	39791474
1	52	2	42202600
1	53	2	44709208
1	54	2	47313152
1	55	2	50016284
1	56	2	52820458
1	57	2	55727530
1	58	2	58739354
1	59	2	61857782
1	60	2	65084668
1	61	2	68421868
1	62	2	71871236
1	63	2	75434624
1	64	2	79113886
1	65	2	82910878
1	66	2	86827454
1	67	2	90865466
1	68	2	95026768
1	69	2	99313216
1	70	2	103726664
1	71	2	108268964
1	72	2	112941970
1	73	2	117747538
1	74	2	122687522
1	75	2	127763774
1	76	2	132978148
1	77	2	138332500
1	78	2	143828684
1	79	2	149468552
1	80	2	155253958
1	81	2	161186758
1	82	2	167268806
1	83	2	173501954
1	84	2	179888056
1	85	2	186428968
1	86	2	193126544
1	87	2	199982636
1	88	2	206999098
1	89	2	214177786
1	90	2	221520554
1	91	2	229029254
1	92	2	236705740
1	93	2	244551868
1	94	2	252569492
1	95	2	260760464
1	96	2	269126638
1	97	2	277669870
1	98	2	286392014
1	99	2	295294922

2	0	0	0
2	1	0	0
2	2	2	463
2	3	2	2317
2	4	2	6488
2	5	2	13904
2	6	2	25492
2	7	2	42178
2	8	2	64889
2	9	2	94553
2	10	2	132097
2	11	2	178447
2	12	2	234530
2	13	2	301274
2	14	2	379606
2	15	2	470452
2	16	2	574739
2	17	2	693395
2	18	2	827347
2	19	2	977521
2	20	2	1144842
2	21	2	1330244
2	22	2	1534648
2	23	2	1759982
2	24	2	2004173
2	25	2	2271149
2	26	2	2560836
2	27	2	2874163
2	28	2	3212054
2	29	2	3575438
2	30	2	3965242
2	31	2	4382392
2	32	2	4827815
2	33	2	5032439
2	34	2	5807191
2	35	2	6342997
2	36	2	6910784
2	37	2	7511480
2	38	2	8146012
2	39	2	8815306
2	40	2	9520289
2	41	2	10261889
2	42	2	11041033
2	43	2	11858647
2	44	2	12715658
2	45	2	27225988
2	46	2	29103164
2	47	2	31064696
2	48	2	33112438
2	49	2	35248246
2	50	2	37473974
2	51	2	39791474
2	52	2	42202600
2	53	2	44709208
2	54	2	47313152
2	55	2	50016284
2	56	2	52820458
2	57	2	55727530
2	58	2	58739354
2	59	2	61857782
2	60	2	65084668
2	61	2	68421868
2	62	2	71871236
2	63	2	75434624
2	64	2	79113886
2	65	2	82910878
2	66	2	86827454
2	67	2	90865466
2	68	2	95026768
2	69	2	99313216
2	70	2	103726664
2	71	2	108268964
2	72	2	112941970
2	73	2	117747538
2	74	2	122687522
2	75	2	127763774
2	76	2	132978148
2	77	2	138332500
2	78	2	143828684
2	79	2	149468552
2	80	2	155253958
2	81	2	161186758
2	82	2	167268806
2	83	2	173501954
2	84	2	179888056
2	85	2	186428968
2	86	2	193126544
2	87	2	199982636
2	88	2	206999098
2	89	2	214177786
2	90	2	221520554
2	91	2	229029254
2	92	2	236705740
2	93	2	244551868
2	94	2	252569492
2	95	2	260760464
2	96	2	269126638
2	97	2	277669870
2	98	2	286392014
2	99	2	295294922

3	0	0	0
3	1	0	0
3	2	2	463
3	3	2	2317
3	4	2	6488
3	5	2	13904
3	6	2	25492
3	7	2	42178
3	8	2	64889
3	9	2	94553
3	10	2	132097
3	11	2	178447
3	12	2	234530
3	13	2	301274
3	14	2	379606
3	15	2	470452
3	16	2	574739
3	17	2	693395
3	18	2	827347
3	19	2	977521
3	20	2	1144842
3	21	2	1330244
3	22	2	1534648
3	23	2	1759982
3	24	2	2004173
3	25	2	2271149
3	26	2	2560836
3	27	2	2874163
3	28	2	3212054
3	29	2	3575438
3	30	2	3965242
3	31	2	4382392
3	32	2	4827815
3	33	2	5032439
3	34	2	5807191
3	35	2	6342997
3	36	2	6910784
3	37	2	7511480
3	38	2	8146012
3	39	2	8815306
3	40	2	9520289
3	41	2	10261889
3	42	2	11041033
3	43	2	11858647
3	44	2	12715658
3	45	2	27225988
3	46	2	29103164
3	47	2	31064696
3	48	2	33112438
3	49	2	35248246
3	50	2	37473974
3	51	2	39791474
3	52	2	42202600
3	53	2	44709208
3	54	2	47313152
3	55	2	50016284
3	56	2	52820458
3	57	2	55727530
3	58	2	58739354
3	59	2	61857782
3	60	2	65084668
3	61	2	68421868
3	62	2	71871236
3	63	2	75434624
3	64	2	79113886
3	65	2	82910878
3	66	2	86827454
3	67	2	90865466
3	68	2	95026768
3	69	2	99313216
3	70	2	103726664
3	71	2	108268964
3	72	2	112941970
3	73	2	117747538
3	74	2	122687522
3	75	2	127763774
3	76	2	132978148
3	77	2	138332500
3	78	2	143828684
3	79	2	149468552
3	80	2	155253958
3	81	2	161186758
3	82	2	167268806
3	83	2	173501954
3	84	2	179888056
3	85	2	186428968
3	86	2	193126544
3	87	2	199982636
3	88	2	206999098
3	89	2	214177786
3	90	2	221520554
3	91	2	229029254
