0	텔리포트의깃털	0	1	0	0	1	0
1	세오의깃털	0	1	0	0	1	0
2	만남의광장리콜	0	91	0	0	1	0
3	마법의리콜	0	1	1559367259	0	1	0
4	챔피언벨트-OX퀴즈	1500	1	0	0	1	21
5	칸의눈동자기술서	0	1	0	0	0	0
6	세오의손길마법서	0	1	0	0	0	0
7	소환기술서	0	1	0	0	0	0
8	칸의눈동자기술서	0	1	0	0	0	0
9	세오의손길마법서	0	1	0	0	0	0
10	화관	30000	1	0	0	1	0
11	[10일]암흑의목걸이	299969	1	1551591268	0	1	0
12	[10일]흑비화후관(여)	2999887	1	1551591268	0	1	0
13	꼬끼오모자	3000000	1	0	0	1	0
14	[10일]흑비화후의(여)	2999887	1	1551591268	0	1	0
15	꼬끼오의상	3000000	1	0	0	1	0
17	[10일]생명의목걸이	300000	1	1551591268	0	0	0
19	[10일]생명의벨트	100000	1	1551591268	0	0	0
20	Effect-광채	3000000	1	0	0	1	0
21	세오의가호(SLev1)	0	9	0	0	1	0
22	크리스마스가호(Lev1)	0	4	0	0	1	0
23	리턴스피릿	0	77	0	0	1	0
24	[10일]암흑의벨트	99969	1	1551591268	0	1	0
27	엑스쿠라눔	0	32	0	0	0	0
29	순수의증표(마법사)	0	4	0	0	1	0
30	[10일]루딘블레이드	999672	1	1551591268	0	1	0
31	노즈글래스	30000	1	0	0	1	0
33	빅토리아반브레스	300000	1	0	0	1	0
36	낚시입문서	0	1	0	0	0	0
48	흑요석소서러장갑	10000	1	1551591268	0	0	0
49	흑요석소서러반지	0	1	1551591268	0	0	0
50	흑요석소서러반지	0	1	1551591268	0	0	0
51	흑요석소서러각반	10000	1	1551591268	0	0	0
52	흑요석소서러장갑	10000	1	1551591268	0	0	0
53	라이온방패	30000	1	0	0	0	0
54	여마승모	1000000	1	0	0	0	0
55	여마승	1000000	1	0	0	0	0
58	초보자브로치	1500	1	1551332059	0	1	0
