1	향상된세오의깃털	0	4	0	0	1	0
2	텔리포트의깃털	0	1	0	0	1	0
3	골드무지개상자	0	85	0	0	1	0
4	성승모	1000000	1	0	0	0	0
5	세오의깃털	0	1	0	0	1	0
6	투구강화석	0	2	0	0	1	0
8	마법의리콜	0	1	1558169514	0	1	0
9	이아의은총	1300000	1	0	0	1	0
10	정화된뮤레칸스태프	2147483646	1	0	0	1	0
11	대왕관	498926	1	0	0	1	0
12	이아블레이드	9999996	1	0	0	1	0
13	악마꼬리	30000	1	0	0	0	0
14	화이어윙	29384	1	0	0	1	0
15	이아의상자	0	3	0	0	1	0
16	저승사자낫	3000000	1	0	0	0	0
18	라이온투구(여)	3000000	1	0	0	0	0
19	라이온투구(여)	3000000	1	0	0	0	0
20	정글악어악세	0	1	0	0	1	0
21	세오의가호(SLev1)	0	10	0	0	0	0
22	크리스마스가호(Lev1)	0	100	0	0	0	0
23	리턴스피릿	0	99	0	0	1	0
24	정화된뮤레칸스태프	2147483642	1	0	0	1	0
25	정화된뮤레칸성직자투구	4999932	1	0	0	1	0
26	성승	999420	1	0	0	1	0
27	드래곤슬레이어	30000	1	0	0	1	0
28	악마꼬리	30000	1	0	0	1	0
29	그림록퀸홀	12000	1	0	0	1	0
30	HP보너스캅셀	0	2	0	0	1	0
31	부서진강화조각	0	9	0	0	1	0
32	MP보너스캅셀	0	3	0	0	1	0
33	로오의은총	1300000	1	0	0	1	0
34	무기강화석	0	10	0	0	1	0
36	[2일]퀸셰어의귀걸이	34605	1	0	0	1	0
