가발 M19	가발 M19	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
인디고목도리	인디고목도리	0	10	1	1	1	0	10000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
구라귀걸이	구라귀걸이	0	3000	1	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
낡은오렌다크로럼화	낡은오렌다크로럼화	7	143750	1	0	0	0	7500	-48	0	0	0	-500	0	0	-5	0	0	3	0	99	10	1	0	0	0
루어스선풍도복	루어스선풍도복	11	24850	1	0	0	0	12000	-38	0	0	0	0	0	0	0	0	0	5	0	71	0	0	0	0	0
메투스의고루반지	메투스의고루반지	1	250000	1	0	0	0	4000	0	0	0	0	150	0	0	0	0	1	0	0	11	0	0	0	0	2
뮤레칸의회색신발	뮤레칸의회색신발	2	25000	1	0	0	0	90000	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	0	2
대지의별목걸이	대지의별목걸이	1	300000	1	0	0	0	3000	-1	3	3	100	50	0	0	0	0	0	0	1	99	10	0	0	0	2
장난감병정모자(여)FX	장난감병정모자(여)FX	0	10	1	1	1	0	3000000	-7	2	2	200	800	0	0	0	0	0	0	0	1	0	0	0	0	1
마법좀비의상	마법좀비의상	1	7000000	1	0	0	0	500	-2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
연갈색목도리(여)	연갈색목도리(여)	1	1500000	1	0	0	0	30000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
오렌레더로브토	오렌레더로브토	5	24900	1	0	0	0	6000	-19	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0
아벨길드코트	아벨길드코트	4	1000	1	0	0	0	1000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
바람의가죽벨트	바람의가죽벨트	1	25000	1	0	0	0	2000	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	2
신의마도코어헬름	신의마도코어헬름	0	10	0	0	0	0	30000	-14	0	0	1200	800	1	1	1	1	1	1	1	99	0	0	0	0	2
조종사펫(7일)	조종사펫(7일)	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
붉은짓폰전통의상(남)	붉은짓폰전통의상(남)	0	10	1	1	1	0	3000000	-2	5	5	800	200	0	0	0	0	0	0	0	1	0	0	0	0	0
주황휘슬	주황휘슬	1	200000	1	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
레인헌트장갑	레인헌트장갑	9	10000000	1	0	0	0	300000	-6	3	1	800	-300	0	1	1	0	1	2	1	99	0	1	0	0	2
[돌아온]꼬끼오의상	[꼬꼬알]꼬끼오의상	0	10	1	1	1	0	3000000	-2	5	5	500	500	0	0	0	0	0	0	0	1	10	0	0	0	2
뤼케시온지폰화	뤼케시온지폰화	7	47250	1	0	0	0	6000	-21	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0
카리온(A)	카리온(A)	12	300000	1	0	0	0	10000	-71	1	1	1000	-300	-2	-1	0	0	0	1	1	99	0	4	0	0	0
밀레스스톨라풍	밀레스스톨라풍	6	59000	1	0	0	0	9000	-27	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	1
아레스	아레스	15	30000000	0	0	0	0	515000	-79	0	0	1500	-500	1	-2	-1	2	-4	1	1	99	0	3	0	0	1
뤼케시온단도복화	뤼케시온단도복화	6	44250	1	0	0	0	6000	-23	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0
하양두건	하양두건	1	5000000	1	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
적비화무투구(남)	적비화무투구(남)	4	300000	1	0	0	0	23100	-12	0	0	400	500	0	0	0	0	0	1	1	99	0	1	0	0	0
남자피크닉모자	남자피크닉모자	0	10	1	1	1	0	3000000	-7	4	4	300	300	0	0	0	0	0	0	0	1	0	0	0	0	0
꿀꿀돼지풍선	꿀꿀돼지풍선	1	10	0	0	0	0	15000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1m2	1m2	2
죽마모3	듈라한모자	1	50000	1	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
뤼케시온달마티카풍	뤼케시온달마티카풍	5	31000	1	0	0	0	6000	-19	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0
낡은오렌네크로브화	낡은오렌네크로브화	10	154000	1	0	0	0	7500	-51	0	0	0	-500	0	0	0	-5	0	4	0	99	5	2	0	0	0
세토아의산호귀걸이	세토아의산호귀걸이	1	40000	1	0	0	0	2000	0	0	0	0	0	1	0	2	0	0	0	0	11	0	0	0	0	2
