레데메일풍	레데메일풍	7	37800	1	0	0	0	6000	-20	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	1
밀레스키톤풍	밀레스키톤풍	13	105600	1	0	0	0	12000	-43	0	0	0	0	0	0	0	0	0	2	0	71	0	0	0	0	0
루어스레더로브토	루어스레더로브토	5	24900	1	0	0	0	6000	-19	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0
오렌연무도복풍	오렌연무도복풍	6	35400	1	0	0	0	6000	-22	0	0	0	0	0	0	0	0	0	5	0	11	0	0	0	0	1
홀디트링	홀디트링	1	43000	1	0	0	0	5000	-1	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	2
봄의신부헤어	봄의신부헤어	0	10	1	1	1	0	3000000	-7	2	2	200	800	0	0	0	0	0	0	0	1	0	0	0	0	1
뮤레칸의구리방패	뮤레칸의구리방패	4	18750	1	0	0	0	70000	-8	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	2
나모(A)	나모(A)	10	300000	1	0	0	0	10000	-63	1	1	1000	-600	-1	-1	0	0	0	5	1	99	0	3	0	0	0
비일표	비일표	13	23000	1	0	0	0	12000	0	0	0	0	0	0	0	0	0	0	2	0	71	0	0	75m95	7m9	2
매직미네르바	매직미네르바	5	255000	1	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	4m20	6m30	2
가발 M17(30일)	가발 M17(30일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
린드(+1)	린드(+1)	9	200000	1	0	0	0	10000	-51	0	0	1000	-500	1	-1	-2	-1	1	4	1	99	0	2	0	0	0
라피스라즐리1	라피스라즐리	10	30000000	0	0	0	0	515500	-58	0	0	1200	-300	2	-2	-3	2	-2	4	1	99	0	3	0	0	1
가릉비가	가릉비가	13	30000000	0	0	0	0	515000	-72	0	0	1200	300	2	1	-1	2	-3	5	1	99	0	3	0	0	1
셔스의동팔찌	셔스의동팔찌	3	75000	1	0	0	0	5000	-2	0	0	0	0	0	2	0	0	0	5	0	41	0	0	0	0	2
뤼케시온가이아로럼풍	뤼케시온가이아로럼풍	8	87000	1	0	0	0	12000	-35	0	0	0	0	0	0	0	0	0	3	0	71	0	0	0	0	0
