데이브칼12	니크르창	1	200000	1	0	0	0	100000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13m13	13m14	2
얼룩카우모자	얼룩카우모자	0	10	1	1	1	0	3000000	-7	3	3	800	200	0	0	0	0	0	0	0	1	10	1	0	0	2
수오미매직스커트	수오미매직스커트	4	750	1	0	0	0	3000	-8	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1
엘레맨틀수	엘레맨틀수	7	31600	1	0	0	0	9000	-27	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	1
대양도복풍	대양도복풍	14	131400	1	0	0	0	15000	-51	0	0	0	0	0	0	0	0	0	5	0	99	0	0	0	0	1
오렌매직로브풍	오렌매직로브풍	10	123200	1	0	0	0	6500	-48	0	0	0	-500	0	0	0	-5	0	4	0	99	5	2	0	0	1
녹옥반지	녹옥반지	1	100000	1	0	0	0	5000	0	0	0	300	150	0	0	0	0	0	0	0	11	0	0	0	0	2
수오미로브	수오미로브	4	800	1	0	0	0	3000	-8	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1
체력의나무방패	체력의나무방패	2	500	1	0	0	0	10	-3	0	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	2
화염의젬스필목걸이	화염의젬스필목걸이	1	15000	1	0	0	0	2500	0	5	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
축복의동각반	축복의동각반	6	100000	1	0	0	0	6000	-4	5	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
루어스풍월도복토	루어스풍월도복토	8	50550	1	0	0	0	9000	-31	0	0	0	0	0	0	0	0	0	5	0	41	0	0	0	0	1
체력의기사단방패	체력의기사단방패	9	93750	1	0	0	0	17000	-20	0	0	100	0	0	0	0	0	0	0	0	99	0	3	0	0	2
진빨강색목도리(여)	진빨강색목도리(여)	1	1500000	1	0	0	0	30000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
브리간딘화	브리간딘화	6	47000	1	0	0	0	6000	-24	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	1
가발 M26(7일)	가발 M26(7일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
New&Best길드망토FX	New&Best길드망토FX	0	10	1	1	0	0	15000	-2	5	5	1500	700	0	0	0	0	0	0	0	1	10	1	0	0	2
매직네비	매직네비	1	10000	1	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
메투스의루비귀걸이	메투스의루비귀걸이	1	50000	1	0	0	0	1000	0	0	0	0	0	1	0	1	0	1	0	0	11	0	0	0	0	2
축복의금장갑	축복의금장갑	5	600000	1	0	0	0	9000	-4	5	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	2
퓨어골드부츠	퓨어골드부츠	2	300000	1	0	0	0	10000	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	2
미스릴부츠	미스릴부츠	3	10000	1	0	0	0	200000	0	0	0	0	1000	0	10	0	1	0	0	1	99	0	1	0	0	2
전통전모(+1)FX	전통전모(+1)FX	0	1000000000	0	0	1	0	3000000	-7	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	1
빨간좀비마스크	빨간좀비마스크	1	100000	1	0	0	0	1500	-1	1	1	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
화랑전복	화랑전복	0	10	1	1	1	0	3000000	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
루어스다크로럼토	루어스다크로럼토	10	86250	1	0	0	0	15000	-42	0	0	0	0	0	0	0	0	0	3	0	99	0	0	0	0	0
루어스튜닉토	루어스튜닉토	4	2850	1	0	0	0	3000	-13	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
뤼케시온코르스토	뤼케시온코르스토	9	53700	1	0	0	0	9000	-32	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	1
수오미연무복수	수오미연무복수	4	1700	1	0	0	0	3000	-11	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1
남자하와이안의상	남자하와이안의상	4	500000	1	0	0	0	1000	-2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
쥼글러브(Sp4)	쥼글러브(Sp4)	4	350000	1	0	0	0	5000	-4	0	0	100	100	0	0	0	0	0	0	1	99	10	1	0	0	2
손오공의상(남)	손오공의상(남)	0	10	1	1	1	0	3000000	-2	5	5	800	200	0	0	0	0	0	0	0	1	0	0	0	0	0
궁녀머리	궁녀머리	0	810000	1	0	0	0	1500	-3	3	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
루어스후드로브화	루어스후드로브화	4	3750	1	0	0	0	3000	-12	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
타고나이트채찍	타고나이트채찍	11	60100	1	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	90m100	11m11	2
엘더피닉스	엘더피닉스	0	10	1	1	1	0	15000000	-2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
밀레스로럼	밀레스로럼	6	14750	1	0	0	0	9000	-24	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0
루어스네크로브토	루어스네크로브토	14	92400	1	0	0	0	15000	-45	0	0	0	0	0	0	0	0	0	4	0	99	0	0	0	0	0
웨스턴	웨스턴	4	1000	1	0	0	0	5100000	-5	2	4	200	100	0	0	0	0	0	2	1	99	15	1	0	0	2
아이스그린머플러	아이스그린머플러	0	10	1	1	1	0	10000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
오리엔탈레드부츠(30일)	오리엔탈부츠부츠(30일)	0	10	1	1	1	0	10000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2
노즈글래스	노즈글래스	0	10000	1	0	0	0	30000	-1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
가발 M37	가발 M37	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
수오미맨틀	수오미맨틀	7	15800	1	0	0	0	9000	-26	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0
산타니에펫(+4)	산타니에펫(+4)	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	12	1	0	0	2
기동냉장고	기동냉장고	0	10	1	1	1	0	3000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
마인티로라인	마인티로라인	0	1000000000	1	0	0	0	3000000	-8	2	2	600	600	0	0	0	0	0	0	0	1	0	0	0	0	0
풍요의플라늄방패	풍요의플라늄방패	8	78750	1	0	0	0	15000	-18	0	1	0	0	0	0	0	0	0	0	0	86	0	2	0	0	2
뉴비각반	뉴비각반	0	10	1	0	0	0	3000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
전파펭귄옷	전파펭귄옷	2	10000000	1	0	0	0	2000	-4	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
축복의가죽장갑	축복의가죽장갑	2	10000	1	0	0	0	3000	-1	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
옷3	옷3	1	10	1	1	1	0	30000	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
수오미다크로럼수	수오미다크로럼수	10	57500	1	0	0	0	15000	-41	0	0	0	0	0	0	0	0	0	3	0	99	0	0	0	0	0
루어스태산도복토	루어스태산도복토	14	98550	1	0	0	0	15000	-50	0	0	0	0	0	0	0	0	0	5	0	99	0	0	0	0	0
주작의벨트	주작의벨트	1	75000	1	0	0	0	225000	-2	0	0	0	0	1	1	1	1	1	0	1	99	1	0	0	0	2
Effect-세뱃돈	Effect-세뱃돈	1	500000	1	0	0	0	100000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
발렌타인슈즈1	발렌타인슈즈	0	10	1	1	1	0	15000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0
밀레스체인메일화	밀레스체인메일화	16	174750	1	0	0	0	15000	-40	0	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	0
남자산타부츠	남자산타부츠	1	1000000	1	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
흑요석몽크귀걸이	흑요석몽크귀걸이	0	8000	0	0	0	1	8000	-1	0	0	100	0	0	0	0	0	0	5	0	99	10	0	0	0	2
가발 W17(30일)	가발 W17(30일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	1
루어스연무복	루어스연무복	4	850	1	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1
풍요의은팔찌	풍요의은팔찌	4	350000	1	0	0	0	7000	-3	0	1	0	0	0	2	0	0	0	5	0	71	0	0	0	0	2
흑룡의라피드헤어클립FX-IV	흑룡의라피드헤어클립FX-IV	1	10000000	0	0	0	0	30000	-2	3	3	300	300	0	0	0	0	0	0	0	99	10	1	0	0	2
마법의사파이어반지	마법의사파이어반지	1	250000	1	0	0	0	4000	0	0	0	300	50	0	0	0	0	0	0	0	11	0	0	0	0	2
쥼글러브(ac+2)	쥼글러브(ac+2)	4	350000	1	0	0	0	5000	-6	0	0	0	0	0	0	0	0	0	0	1	99	10	0	0	0	2
홀리디아나	홀리디아나	5	3000000	0	0	0	0	3000000	0	0	0	-200	800	3	-1	-2	-2	0	4	1	99	0	2	54m60	6m8	2
s화랑복건(+1)	화랑복건(+1)	0	1000000000	0	0	0	0	3000000	-7	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	0
밀레스페플로스화	밀레스페플로스화	13	132000	1	0	0	0	12000	-44	0	0	0	0	0	0	0	0	0	2	0	71	0	0	0	0	1
강력한연필	강력한연필	0	444	1	1	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	120m200	120m200	2
뤼케시온후드로브풍	뤼케시온후드로브풍	4	3000	1	0	0	0	3000	-11	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
풍월도복수	풍월도복수	8	33700	1	0	0	0	9000	-30	0	0	0	0	0	0	0	0	0	5	0	41	0	0	0	0	1
풍요의매직부츠	풍요의매직부츠	2	1000000	1	0	0	0	40000	0	0	1	0	0	0	6	0	0	0	0	0	99	0	0	0	0	2
수오미네크로브수	수오미네크로브수	14	61600	1	0	0	0	15000	-44	0	0	0	0	0	0	0	0	0	4	0	99	0	0	0	0	0
매우센마도코어상관	매우센마도코어상관	0	10	0	0	0	0	30000	-7	0	0	1000	600	1	1	1	1	0	5	1	99	0	0	0	0	2
칸의홍옥반지	칸의홍옥반지	1	25000	1	0	0	0	3000	0	0	0	100	50	0	0	0	0	0	0	0	11	0	1	0	0	2
라운그린부츠(30일)	라운그린부츠(30일)	0	10	1	1	1	0	10000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2
세줄황금반지	세줄황금반지	1	500000	1	0	0	0	5000	-1	0	0	300	150	0	0	0	0	0	0	0	11	0	1	0	0	2
솔트캣펫(+4)	솔트캣펫(+4)	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	12	1	0	0	2
로오의플라늄방패	로오의플라늄방패	8	78750	1	0	0	0	15000	-18	0	0	0	0	0	0	1	0	0	0	0	86	0	2	0	0	2
메투스의신발	메투스의신발	2	5000	1	0	0	0	3000	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
노랑색스타킹	노랑색스타킹	2	1000	1	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
밀레스노미쉬레더풍	밀레스노미쉬레더풍	6	37600	1	0	0	0	6000	-23	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0
카논(+3)	카논(+3)	9	800000	1	0	0	0	10000	-65	1	2	1150	500	-2	-1	0	0	0	2	1	99	0	3	0	0	1
가발 W33	가발 W33	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	1
수오미노미쉬레더토	수오미노미쉬레더토	6	28200	1	0	0	0	6000	-22	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0
수오미태산도복수	수오미태산도복수	14	65700	1	0	0	0	15000	-49	0	0	0	0	0	0	0	0	0	5	0	99	0	0	0	0	0
밀레스코르스수	밀레스코르스수	9	35800	1	0	0	0	9000	-31	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	1
오렌로럼화	오렌로럼화	6	73750	1	0	0	0	9000	-28	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0
빨무장갑	빨무장갑	0	2000	1	0	0	0	3000	-1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
뤼케시온체인메일풍	뤼케시온체인메일풍	16	139800	1	0	0	0	15000	-39	0	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	0
여자스키복	여자스키복	4	1000000	1	0	0	0	1000	-2	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	1
바람의크리스탈목걸이	바람의크리스탈목걸이	1	20000	1	0	0	0	3000	-1	5	-2	0	0	0	0	0	0	0	0	0	11	10	0	0	0	2
빨강색방울털모자	빨강색방울털모자	1	500000	1	0	0	0	500	0	0	0	200	0	0	0	0	0	0	0	0	11	0	0	0	0	2
발렌타인리본슈즈	발렌타인리본슈즈	0	10	1	1	1	0	15000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	1
수오미튜닉수	수오미튜닉수	4	1900	1	0	0	0	3000	-12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
하늘색목도리(남)	하늘색목도리(남)	1	1500000	1	0	0	0	30000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
타바리민속머리(여)	타바리민속머리(여)	0	10	1	1	1	0	3000000	-8	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	1
가발 M15(7일)	가발 M15(7일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
오렌맨틀화	오렌맨틀화	7	79000	1	0	0	0	9000	-30	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0
펭귄모자	펭귄모자	1	1000000	1	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
풍요의가죽각반	풍요의가죽각반	4	20000	1	0	0	0	3000	-2	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
매우센마도코어선풍도복	매우센마도코어선풍도복	0	10	0	0	0	0	3000000	-72	0	0	1800	1000	2	2	2	2	2	5	1	99	0	0	0	0	2
[휴면]그레이트헬피닉스크로어	[휴면]그레이트헬피닉스크로어	0	300000	0	0	0	0	1000000	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	504m524	52m54	2
꼬마나무꾼	꼬마나무꾼	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
오렌후드로브토	오렌후드로브토	4	2250	1	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
로오의매직부츠	로오의매직부츠	2	1000000	1	0	0	0	40000	0	0	0	0	0	0	6	1	0	0	0	0	99	0	0	0	0	2
가발 M03	가발 M03	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
채집통	채집통	1	100	1	0	0	0	300000	-2	5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
오렌하프플레이트화	오렌하프플레이트화	10	89750	1	0	0	0	9000	-28	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0
세오의순옥귀걸이	세오의순옥귀걸이	1	15000	1	0	0	0	1000	0	0	0	0	0	0	0	1	0	0	0	0	11	5	0	0	0	2
