무당의상(남)	무당의상(남)	0	10	1	1	1	0	3000000	-2	5	5	400	600	0	0	0	0	0	0	0	1	0	0	0	0	0
루어스꼬뜨풍	루어스꼬뜨풍	4	3600	1	0	0	0	3000	-13	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1
이아의바이올렛티	이아의바이올렛티	2	200000	1	0	0	0	27000	0	0	0	0	0	0	4	0	1	0	0	0	71	0	0	0	0	2
투핸드그레이트소드화	투핸드그레이트소드화	30	307500	1	0	0	0	90000	0	0	0	0	0	0	0	0	0	0	1	0	86	0	0	150m210	16m22	2
카스뮴아머수	카스뮴아머수	13	52900	1	0	0	0	12000	-31	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	0	0
휘슬FX	휘슬FX	1	200000	1	0	0	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
전설의마도코어레더로브	전설의마도코어레더로브	0	10	0	0	0	0	3000000	-60	1	1	2000	1200	3	3	3	3	3	4	1	99	0	0	0	0	2
루어스홀리로브토	루어스홀리로브토	10	69900	1	0	0	0	12000	-36	0	0	0	0	0	0	0	0	0	4	0	71	0	0	0	0	1
축복의쌍금귀걸이	축복의쌍금귀걸이	1	40000	1	0	0	0	2000	0	5	0	0	0	2	0	0	0	0	0	0	11	0	0	0	0	2
가발 M29(30일)	가발 M29(30일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
맨틀수	맨틀수	7	31600	1	0	0	0	9000	-27	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0
크레이모어	크레이모어	13	15500	1	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	70m90	6m8	2
뤼케시온레데메일	뤼케시온레데메일	7	9450	1	0	0	0	6000	-17	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	1
