이아의루비귀걸이	이아의루비귀걸이	1	50000	1	0	0	0	1000	0	0	0	0	0	1	0	1	1	0	0	0	11	0	0	0	0	2
털모자뜨개본(빨강)	털모자뜨개본(빨강)	1	100000	1	0	0	0	10	1	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
오렌브리간딘화	오렌브리간딘화	6	47000	1	0	0	0	6000	-24	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	1
마법의금팔찌	마법의금팔찌	5	750000	1	0	0	0	9000	-4	0	0	0	50	0	3	0	0	0	5	0	99	0	0	0	0	2
깃망토FX	깃망토FX	1	1000000	1	0	0	0	15000	-1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
여자한복설빔(+2)FX	여자한복설빔(+2)FX	0	1000000000	0	0	1	0	3000000	-3	5	5	500	500	0	0	0	0	0	0	0	1	0	0	0	0	1
이프리트메일	이프리트메일	19	43450	1	0	0	0	18000	-43	0	0	0	0	0	-1	0	0	0	1	0	71	0	0	0	0	0
루어스매직스커트수	루어스매직스커트수	4	1500	1	0	0	0	3000	-9	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1
뤼케시온로브	뤼케시온로브	4	800	1	0	0	0	3000	-8	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1
밀레스매직스커트	밀레스매직스커트	4	750	1	0	0	0	3000	-8	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1
토끼귀마개	토끼귀마개	1	1500000	1	0	0	0	30000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
니에펫(+4)	니에펫(+4)	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	12	1	0	0	2
얌전레이어컷(여)FX	얌전레이어컷(여)FX	0	10	1	1	1	0	3000000	-7	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	1
청회색부츠	청회색부츠	2	300000	1	0	0	0	10000	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	2
적비현진건(남)	적비현진건(남)	2	300000	1	0	0	0	23100	-8	0	0	800	200	0	0	0	0	0	2	1	99	0	1	0	0	0
핑크마녀해골지팡이	핑크마녀해골지팡이	3	500	1	0	0	0	4000	0	3	3	0	0	0	0	0	0	0	0	0	1	20	1	80m90	20m30	2
밀레스튜닉토	밀레스튜닉토	4	2850	1	0	0	0	3000	-13	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
수오미풍월도복토	수오미풍월도복토	8	50550	1	0	0	0	9000	-31	0	0	0	0	0	0	0	0	0	5	0	41	0	0	0	0	1
깨진포보스방패	깨진포보스방패	12	50000	1	0	0	0	3000	-11	0	0	0	0	0	0	0	0	0	0	1	99	0	3	0	0	2
명화아얌3	명화아얌	0	10	1	1	1	0	3000000	-3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
골드네일(ac+3)	골드네일(ac+3)	4	350000	1	0	0	0	5000	-7	0	0	0	0	0	0	0	0	0	5	1	99	10	0	0	0	2
[휴면]히야트글러브	[휴면]히야트글러브	0	3000000	0	0	0	0	500000	0	3	3	1050	1850	2	0	0	-1	2	5	1	99	0	1	355m358	474m514	2
루어스코르스토	루어스코르스토	9	53700	1	0	0	0	9000	-32	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	1
맨티스의상	맨티스의상	5	10000	1	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
투핸드에메랄드소드화	투핸드에메랄드소드화	26	217500	1	0	0	0	66000	0	0	0	0	0	0	0	0	0	0	1	0	71	0	0	140m180	15m19	2
애쉬오브로즈머플러	애쉬오브로즈머플러	0	10	1	1	1	0	10000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
캐리비안의상FX	캐리비안의상FX	0	10	1	1	1	0	3000000	-2	5	5	700	300	0	0	0	0	0	0	0	1	10	0	0	0	2
밀레스다크로럼토	밀레스다크로럼토	10	86250	1	0	0	0	15000	-42	0	0	0	0	0	0	0	0	0	3	0	99	0	0	0	0	0
가발 W38	가발 W38	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	1
뤼케시온연무복수	뤼케시온연무복수	4	1700	1	0	0	0	3000	-11	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1
매직스커트화	매직스커트화	4	3750	1	0	0	0	3000	-12	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1
빨도반지	빨도반지	0	3000	1	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
루어스로럼	루어스로럼	6	14750	1	0	0	0	9000	-24	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0
호엔캐프린	호엔캐프린	0	1000000000	1	0	0	0	3000000	-10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
마법의가죽팔찌	마법의가죽팔찌	2	15000	1	0	0	0	3000	-1	0	0	0	50	0	0	0	0	0	5	0	11	0	0	0	0	2
흑요석몽크반지	흑요석몽크반지	0	12000	0	0	0	1	12000	-1	0	1	450	200	0	0	0	0	1	5	0	99	0	0	0	0	2
가발 W22(30일)	가발 W22(30일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	1
바르도클화	바르도클화	18	174500	1	0	0	0	15000	-54	0	0	0	0	0	0	0	0	0	2	0	99	0	0	0	0	0
메투스의나무방패	메투스의나무방패	2	500	1	0	0	0	3000	-3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2
뤼케시온맨틀	뤼케시온맨틀	7	15800	1	0	0	0	9000	-26	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0
커플반지	커플링	1	500000	1	0	0	0	5000	0	0	0	300	150	1	1	1	1	1	0	0	11	0	0	0	0	2
비취색부츠(30일)	비취색부츠(30일)	0	10	1	1	1	0	10000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2
s전통전모(+2)FX	전통전모(+2)FX	0	1000000000	0	0	0	0	3000000	-8	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	1
아마존아머화	아마존아머화	16	174750	1	0	0	0	15000	-40	0	0	0	0	0	0	0	0	0	1	0	56	0	0	0	0	1
밀레스네크로브토	밀레스네크로브토	14	92400	1	0	0	0	15000	-45	0	0	0	0	0	0	0	0	0	4	0	99	0	0	0	0	0
오렌풍월도복수	오렌풍월도복수	8	33700	1	0	0	0	9000	-30	0	0	0	0	0	0	0	0	0	5	0	41	0	0	0	0	1
메투스의기사단방패	메투스의기사단방패	9	93750	1	0	0	0	17000	-20	0	0	0	0	0	0	0	0	1	0	0	99	0	3	0	0	2
가발 M08	가발 M08	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
메투스의호안석반지	메투스의호안석반지	1	250000	1	0	0	0	4000	0	0	0	200	100	0	0	0	0	1	0	0	11	0	0	0	0	2
다크로열아머	다크로열아머	0	10	1	1	1	0	3000000	-2	5	5	500	500	0	0	0	0	0	0	0	1	0	0	0	0	2
바다의잼스톤목걸이	바다의잼스톤목걸이	1	20000	1	0	0	0	3000	0	5	10	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2
Effect-음표	Effect-음표	0	10	1	1	1	0	3000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
뮤레칸의금장갑	뮤레칸의금장갑	5	600000	1	0	0	0	90000	-4	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	2
매직아룬다이트	매직아룬다이트	3	3300000	1	0	0	0	1300000	5	10	10	1000	-500	-1	-1	0	0	0	3	1	99	0	1	374m494	67m69	2
뾰로롱마녀펫FX	뾰로롱마녀펫FX	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
뤼케시온다크로럼수	뤼케시온다크로럼수	10	57500	1	0	0	0	15000	-41	0	0	0	0	0	0	0	0	0	3	0	99	0	0	0	0	0
밀레스태산도복토	밀레스태산도복토	14	98550	1	0	0	0	15000	-50	0	0	0	0	0	0	0	0	0	5	0	99	0	0	0	0	0
칸의목도	칸의목도	3	100	1	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4m14	1m2	2
자이언트스톤클럽	자이언트스톤클럽	19	200000	1	0	0	0	500000	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	180m200	19m21	2
악7	악7	1	10	1	1	1	0	3000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
히야트스냅	히야트스냅	13	3000000	1	0	0	0	500000	3	8	8	2200	0	3	-2	-1	-1	2	1	1	99	0	1	350m380	674m714	2
밀레스연무복	밀레스연무복	4	850	1	0	0	0	3000	-10	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1
히어로의서클릿	히어로의서클릿	1	500000000	0	0	0	0	500000	-12	2	2	800	800	1	1	1	1	1	0	1	99	25	1	0	0	0
체인메이스	체인메이스	23	100000	1	0	0	0	300000	0	0	0	0	0	0	0	0	0	0	1	0	99	0	0	150m160	16m17	2
윙써클릿	윙써클릿	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
셔스의사파이어반지	셔스의사파이어반지	1	250000	1	0	0	0	4000	0	0	0	300	0	0	1	0	0	0	0	0	11	0	0	0	0	2
대지의칸나목걸이	대지의칸나목걸이	1	15000	1	0	0	0	2500	0	5	1	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
쥼글러브(md+1)	쥼글러브(md+1)	4	350000	1	0	0	0	5000	-4	0	0	0	0	0	0	0	0	0	0	1	99	10	1	0	0	2
이아의신발	이아의신발	2	5000	1	0	0	0	3000	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
옐로우오커부츠(30일)	옐로우오커부츠(30일)	0	10	1	1	1	0	10000000	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	2
뮤레칸의동각반	뮤레칸의동각반	6	100000	1	0	0	0	60000	-4	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	2
밀레스후드로브풍	밀레스후드로브풍	4	3000	1	0	0	0	3000	-11	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0
물빛색부츠	물빛색부츠	2	300000	1	0	0	0	10000	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	2
초록색목도리(여)	초록색목도리(여)	1	1500000	1	0	0	0	30000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
수오미로럼화	수오미로럼화	6	73750	1	0	0	0	9000	-28	0	0	0	0	0	0	0	0	0	3	0	41	0	0	0	0	0
뤼케시온네크로브수	뤼케시온네크로브수	14	61600	1	0	0	0	15000	-44	0	0	0	0	0	0	0	0	0	4	0	99	0	0	0	0	0
가발 M20(7일)	가발 M20(7일)	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0
회색고양이머리띠	회색고양이머리띠	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	10	1	0	0	2
