마법의홍옥반지	마법의홍옥반지	1	25000	1	0	0	0	3000	0	0	0	100	100	0	0	0	0	0	0	0	11	0	0	0	0	2
흑요석몽크벨트(풍)	흑요석몽크벨트(풍)	0	100000	0	0	0	1	10000	0	0	0	100	100	0	0	0	0	1	5	0	99	0	0	0	0	2
페이로브아머	페이로브아머	12	30000000	1	0	0	0	500000	-55	1	0	1000	-200	1	0	-2	2	-2	4	1	99	0	3	0	0	2
로라이펫(+5)	로라이펫(+5)	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	15	1	0	0	2
루어스카스뮴플레이트풍	루어스카스뮴플레이트풍	13	105800	1	0	0	0	12000	-33	0	0	0	0	0	0	0	0	0	1	0	41	0	0	0	0	1
투핸드그레이트소드풍	투핸드그레이트소드풍	30	246000	1	0	0	0	90000	0	0	0	0	0	0	0	0	0	0	1	0	86	0	0	146m206	16m22	2
레인져투구-블루	레인져투구-블루	1	10000	1	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
체력의은제방패	체력의은제방패	6	48750	1	0	0	0	11000	-13	0	0	100	0	0	0	0	0	0	0	0	56	0	1	0	0	2
숲의잼벨트	숲의잼벨트	1	250000	1	0	0	0	1000	0	0	0	0	0	0	0	0	1	1	0	0	41	0	0	0	0	2
데스나이트의방패[체력]	데스나이트의방패[체력]	20	20000000	1	0	0	0	33000	-25	3	3	-410	-490	1	1	1	1	3	0	1	99	0	3	0	0	2
코뿔소악세	사자악세	1	500000	1	0	0	0	3000	0	3	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2
미스티플레이트풍	미스티플레이트풍	10	71800	1	0	0	0	9000	-27	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	1
눈사람모자(퍼플)	눈사람모자	0	10	1	1	1	0	3000000	-7	2	2	200	800	0	0	0	0	0	0	0	1	0	0	0	0	2
루어스클리머스수	루어스클리머스수	8	43500	1	0	0	0	12000	-33	0	0	0	0	0	0	0	0	0	3	0	71	0	0	0	0	1
루어스레더튜닉수	루어스레더튜닉수	4	1900	1	0	0	0	3000	-12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
뤼케시온미스티플레이트화	뤼케시온미스티플레이트화	10	89750	1	0	0	0	9000	-28	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	1
세피라링(Lev10)	세피라링(Lev10)	1	600000	1	0	0	0	2000	-2	2	2	1000	1000	0	0	0	0	0	0	0	1	20	1	0	0	2
해적여선장모자(365일)	해적여선장모자(365일)	0	10	1	1	1	0	1000000	-8	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	1
코르스토	코르스토	9	53700	1	0	0	0	9000	-32	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	1
진파랑색목도리(여)	진파랑색목도리(여)	1	1500000	1	0	0	0	30000	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
