진갈색부츠	진갈색부츠	2	300000	1	0	0	0	10000	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	2
등불의목걸이	등불의목걸이	0	50000000	0	0	0	0	300000	-1	0	0	300	150	0	0	0	0	0	0	0	99	0	0	0	0	2
가발 W01	가발 W01	0	100	1	1	1	0	15000000	-2	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	1
루어스다크로럼화	루어스다크로럼화	10	143750	1	0	0	0	15000	-44	0	0	0	0	0	0	0	0	0	3	0	99	0	0	0	0	0
헤1	헤1	1	10	1	1	1	0	1000000	-8	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0
Effect-트윙클라이트	Effect-트윙클라이트	0	10	1	1	1	0	15000000	-1	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
볼륨펌헤어(남)FX	볼륨펌헤어(남)FX	0	10	1	1	1	0	3000000	-7	2	2	500	500	0	0	0	0	0	0	0	1	0	0	0	0	0
루어스튜닉화	루어스튜닉화	4	4750	1	0	0	0	3000	-15	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1
뤼케시온코르스화	뤼케시온코르스화	9	89500	1	0	0	0	9000	-34	0	0	0	0	0	0	0	0	0	2	0	41	0	0	0	0	1
사각수영복	사각수영복	1	5000000	1	0	0	0	1000	-1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
수오미연무복풍	수오미연무복풍	4	3400	1	0	0	0	3000	-13	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1
루크	루크	2	30000000	0	0	0	0	131500	-8	0	0	800	200	0	0	0	0	0	2	1	99	0	1	0	0	0
하와이안풀잎관	하와이안풀잎관	1	5000000	1	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
손오공헤어(남)	손오공헤어(남)	0	10	1	1	1	0	3000000	-7	2	2	200	800	0	0	0	0	0	0	0	1	0	0	0	0	0
