0	세오의깃털	0	1	0	0	1	0
1	텔리포트의깃털	0	1	0	0	1	0
2	차원의틈클리어보상상자	0	12	0	0	1	0
3	무승모	1000000	1	0	0	0	0
4	돈파	1300000	1	0	0	1	0
5	하이브레이질배틀핸드	1300000	1	0	0	0	0
6	정화된뮤레칸글러브	2147483531	1	0	0	1	0
7	무승	1000000	1	0	0	0	0
8	정화된뮤레칸무도가의상	999999994	1	0	0	1	0
9	마법의리콜	0	1	0	0	1	0
10	생명의목걸이	300000	1	0	0	0	0
11	곤룡포	2996227	1	0	0	1	0
12	신규지원백	0	1	0	0	0	0
13	윙부츠	3000	1	0	0	1	0
14	크리스마스가호(Lev1)	0	2	0	0	1	0
15	채집망	3000	1	0	0	1	0
16	채집용꿀	0	47	0	0	1	0
17	세오의가호(Lev1)	0	1	0	0	0	0
18	세토아의가호(Lev1)	0	1	0	0	0	0
19	영류결계석A	0	1	0	0	0	0
20	카타콤의상	999998280	1	0	0	1	0
21	밀레스리콜	0	86	0	0	1	0
22	[무도가]래비아왕국장갑(+1)	299001	1	0	0	1	0
23	강화된목도	3000000	1	0	0	0	0
24	정화된뮤레칸사자방패	2147480814	1	0	0	1	0
25	정화된뮤레칸무도가투구	5000000	1	0	0	1	0
26	정화된뮤레칸의반지	2147479448	1	0	0	1	0
27	골드아쿠아링	50000	1	0	0	1	0
28	[무도가]오래된왕국각반(+10)	296756	1	0	0	1	0
29	이아블레이드	10000000	1	0	0	1	0
30	카타콤투구	49997117	1	0	0	1	0
