0	향상된세오의깃털	0	1	0	0	1	0
1	낚시입문서	0	1	0	0	1	0
2	화염의크리스탈목걸이	3000	1	0	0	1	0
3	트로피칼헤어(여)FX	2999987	1	0	0	1	0
4	흑요석워리어장갑	9987	1	1550659397	0	1	0
5	향상된리젠트다이아귀걸이	35000	1	0	0	1	0
6	로톤프릴	10000000	1	0	0	1	0
7	아벨캐프린	3000000	1	0	0	1	0
8	타고르프릴	10000000	1	0	0	1	0
9	바다의크리스탈목걸이	3000	1	0	0	1	0
10	라이온투구(남)	3000000	1	0	0	0	0
11	생명의벨트	100000	1	0	0	1	0
13	엑스쿠라눔	0	10	0	0	1	0
14	강화된세피라링(Lev10)	50000	1	0	0	1	0
15	무당벌레장식	1500	1	0	0	1	0
16	정화된뮤레칸성직자투구	5000000	1	0	0	1	0
17	노점개설허가서	0	1	0	0	0	0
18	MP보너스캅셀	0	1	0	0	1	0
19	흑요석워리어반지	10000	1	1550659397	0	0	0
20	마법의리콜	0	1	1558435700	0	1	0
21	[10일]생명의목걸이	300000	1	1550659397	0	0	0
22	[10일]암흑의벨트	100000	1	1550659397	0	1	0
23	[10일]생명의벨트	100000	1	1550659397	0	0	0
24	[10일]루딘블레이드	999995	1	1550659397	0	1	0
25	세오의가호(SLev1)	0	9	0	0	1	0
26	크리스마스가호(Lev1)	0	1	0	0	1	0
27	리턴스피릿	0	72	0	0	1	0
28	여전승모	1000000	1	0	0	1	0
30	텔리포트의깃털	0	1	0	0	0	0
31	세오의깃털	0	1	0	0	1	0
32	[10일]암흑의목걸이	300000	1	1550659397	0	1	0
33	바람의크리스탈목걸이	2987	1	0	0	1	0
34	생명의목걸이	300000	1	0	0	1	0
35	강화된세피라링(Lev10)	50000	1	0	0	1	0
36	여전승	1000000	1	0	0	0	0
37	아스카론	1300000	1	0	0	0	0
38	흑요석워리어반지	10000	1	1550659397	0	0	0
39	개미더듬이장식	1500	1	0	0	0	0
40	정화된뮤레칸스태프	2147483647	1	0	0	1	0
41	[10일]흑비화무투구(남)	2999987	1	1550659397	0	1	0
42	흑요석워리어장갑	9987	1	1550659397	0	1	0
43	오레오리본원피스	3000000	1	0	0	1	0
44	라이트닝소울액스	3000000	1	0	0	1	0
45	화이어윙	29987	1	0	0	1	0
46	Effect-불의장막	2999987	1	0	0	1	0
47	꼬마펭귄	5979	1	0	0	1	0
49	이아의영혼	0	4	0	0	1	0
50	달의정기(성직자)	0	1	0	0	1	0
51	보리임	0	2	0	0	1	0
52	HP보너스캅셀	0	1	0	0	1	0
54	차원의방패	3299615	1	0	0	1	0
55	자아의조각	0	1	0	0	0	0
56	케라코라석상	0	9	0	0	1	0
58	드래곤슬레이어	30000	1	0	0	1	0
