0	[10일]암흑의목걸이	299728	1	1550916121	0	1	0
1	라이트닝트랩기술서	0	1	0	0	0	0
2	사격기술서	0	1	0	0	0	0
3	만남의광장리콜	0	99	0	0	1	0
4	골드무지개상자	0	10	0	0	0	0
5	초보자브로치	1363	1	1550656623	0	1	0
6	텔리포트의깃털	0	1	0	0	1	0
7	세오의깃털	0	1	0	0	1	0
8	마법의리콜	0	1	1558691823	0	1	0
9	코마디움	0	18	0	0	1	0
14	회심의저격마법서	0	1	0	0	0	0
16	[10일]암흑의벨트	100000	1	1550916121	0	0	0
17	[10일]생명의벨트	100000	1	1550916121	0	0	0
18	초록물약	0	99	0	0	1	0
19	세오의가호(SLev1)	0	6	0	0	1	0
20	크리스마스가호(Lev1)	0	2	0	0	1	0
21	리턴스피릿	0	76	0	0	1	0
22	아조스	1299283	1	0	0	1	0
23	스크롤(데프레코)	0	70	0	0	1	0
24	엑스쿠라눔	0	1	0	0	1	0
25	도승모	1000000	1	0	0	0	0
26	[10일]루딘블레이드	999365	1	1550916121	0	1	0
27	낚시입문서	0	1	0	0	0	0
28	도승	1000000	1	0	0	0	0
